0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1265499005762646022,0,0,282,243,0.8617021276595744,22,0,0,0,0,110,8,13,3,1,1,241,15,2,6,0,842,0,5464,0,6.489311163895487,0,0.0010980966325036604,16.066666666666666,1
1265496913748647937,0,2,192,147,0.765625,24,0,0,0,0,109,8,8,3,1,1,95396,189,246,35,0,2888,1,80164,0,27.757617728531855,0,0.0004366049598323437,504.74074074074076,1
1265494825706586113,16,11,275,232,0.8436363636363636,9,1,1,0,0,95,19,9,2,0,0,83,75,0,179,0,111,0,238,0,2.144144144144144,4,0.7521008403361344,1.1066666666666667,1
1265494731150278656,0,4,158,112,0.7088607594936709,4,0,0,0,0,115,9,11,3,0,0,287,992,0,24232,1,554,0,1388,0,2.5054151624548737,0,17.45821325648415,0.28931451612903225,1
1265493658880671745,0,0,119,93,0.7815126050420168,3,1,1,0,0,117,10,9,3,0,0,12,36,0,2,0,133,0,8904,0,66.94736842105263,0,0.00022461814914645105,0.3333333333333333,1
1265492720166068224,0,3,202,172,0.8514851485148515,26,0,0,0,0,109,8,8,3,1,1,95396,189,246,35,0,2888,1,80164,0,27.757617728531855,0,0.0004366049598323437,504.74074074074076,1
1265491930307342341,0,1,301,113,0.3754152823920266,32,0,0,0,0,144,12,11,3,1,1,740,110,0,10233,1,272,0,7107,0,26.128676470588236,0,1.4398480371464752,6.7272727272727275,1
1265491093585563648,0,4,66,39,0.5909090909090909,9,0,0,0,0,96,17,15,2,0,0,21,560,0,1120,1,558,0,20,0,0.035842293906810034,9,56.0,0.0375,0
1265483898030620672,0,20,119,89,0.7478991596638656,0,0,0,0,0,138,13,12,3,1,1,302957,657,188,39,1,2824,0,104804,0,37.111898016997166,1,0.00037212320140452655,461.12176560121765,1
1265481244038492160,0,0,61,52,0.8524590163934426,3,0,0,0,0,133,48,8,3,0,0,208,2843,3,43388,1,465,0,27887,0,59.972043010752685,0,1.5558503962419765,0.07316215265564545,0
1265480654654828544,0,3,260,248,0.9538461538461539,5,0,0,0,0,0,11,15,2,0,0,4,68,0,59,0,856,0,5,0,0.005841121495327103,74,11.8,0.058823529411764705,1
1265476669034332160,0,0,152,124,0.8157894736842105,7,0,0,0,0,0,8,13,3,0,1,10,60,0,20,0,370,0,5194,0,14.037837837837838,3,0.003850596842510589,0.16666666666666666,1
1265456582470455297,1,28,206,153,0.7427184466019418,40,0,0,0,0,83,10,11,2,0,1,339704,343,327,1755,1,2993,1,147394,0,49.246241229535585,0,0.011906861880402188,990.3906705539358,1
1265434765584465920,0,0,229,201,0.8777292576419214,14,0,0,0,0,67,17,15,3,0,0,8,9,1,0,0,101,0,187,0,1.8514851485148516,2,0.0,0.8888888888888888,1
1265407066396655628,0,0,271,242,0.8929889298892989,18,0,0,0,0,67,17,15,3,0,0,8,9,1,0,0,101,0,187,0,1.8514851485148516,2,0.0,0.8888888888888888,1
1265381697266216960,0,6,197,150,0.7614213197969543,21,0,0,0,0,38,14,11,3,0,0,7861,217,2,17512,1,1430,0,4481,0,3.1335664335664335,0,3.9080562374469983,36.225806451612904,1
1265372077420208129,0,2,101,73,0.7227722772277227,4,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265369927826894848,0,1,124,96,0.7741935483870968,15,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265366062826090496,0,3,108,81,0.75,9,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265361617056944129,0,2,105,81,0.7714285714285715,6,0,0,0,0,134,8,7,3,0,1,932,2648,0,512,0,130,0,503,0,3.8692307692307693,44,1.0178926441351888,0.35196374622356497,0
1265360125809659904,0,3,156,106,0.6794871794871795,11,0,0,1,1,42,15,14,4,0,0,2287,185,0,12703,1,586,0,7969,0,13.598976109215018,0,1.5940519513113314,12.362162162162162,0
1265359685554593794,0,0,70,60,0.8571428571428571,1,0,0,0,0,22,12,15,3,0,0,310,150,0,4224,0,279,0,2176,0,7.799283154121864,4,1.9411764705882353,2.066666666666667,0
1265358282346172416,0,23,190,165,0.868421052631579,4,0,0,0,0,155,16,11,3,0,0,8971,8200,2,10085,0,592,0,11757,0,19.8597972972973,4,0.8577868503870035,1.0940243902439024,0
1265357138555293696,0,0,235,211,0.8978723404255319,4,0,0,0,0,30,12,15,3,0,1,179,319,0,89,0,3480,0,1296,0,0.3724137931034483,29,0.06867283950617284,0.5611285266457681,1
1265356579861196800,0,2,121,94,0.7768595041322314,9,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,0
1265355962031812608,0,2,174,122,0.7011494252873564,16,0,0,0,0,42,15,14,4,0,0,2287,185,0,12703,1,586,0,7969,0,13.598976109215018,0,1.5940519513113314,12.362162162162162,1
1265355189864722433,0,4,161,110,0.6832298136645962,12,0,0,0,0,42,15,14,4,0,0,2287,185,0,12703,1,586,0,7969,0,13.598976109215018,0,1.5940519513113314,12.362162162162162,1
1265354766386786304,1,3,141,90,0.6382978723404256,12,0,0,0,0,42,15,14,4,0,0,2287,185,0,12703,1,586,0,7969,0,13.598976109215018,0,1.5940519513113314,12.362162162162162,0
1265353602622582784,0,5,116,66,0.5689655172413793,9,0,0,1,1,42,15,14,4,0,0,2287,185,0,12703,1,586,0,7969,0,13.598976109215018,0,1.5940519513113314,12.362162162162162,0
1265348652660391937,0,2,181,130,0.7182320441988951,8,0,0,0,0,42,15,14,4,0,0,2287,185,0,12703,1,586,0,7969,0,13.598976109215018,0,1.5940519513113314,12.362162162162162,1
1265348325194301447,0,1,281,253,0.900355871886121,12,0,0,1,1,160,12,13,3,0,1,3109,825,0,2909,1,1147,0,4702,0,4.099389712292938,1,0.6186729051467461,3.7684848484848485,1
1265346001436577792,0,2,271,219,0.8081180811808119,37,0,0,0,0,134,8,7,3,0,1,932,2648,0,512,0,130,0,503,0,3.8692307692307693,44,1.0178926441351888,0.35196374622356497,1
1265342799144267778,0,0,250,221,0.884,34,0,0,0,0,14,14,8,3,0,0,56,199,0,11,1,181,0,19,0,0.10497237569060773,30,0.5789473684210527,0.2814070351758794,1
1265341856998518785,0,0,87,61,0.7011494252873564,7,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265340315910549505,0,0,84,58,0.6904761904761905,9,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265338954892492800,0,0,100,71,0.71,9,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265338809480351744,0,0,145,95,0.6551724137931034,23,0,0,0,0,0,13,12,3,0,1,2,0,0,0,0,163,0,1928,0,11.828220858895705,1,0.0,9999999.0,1
1265338623555039232,0,0,109,75,0.6880733944954128,10,0,0,0,0,146,14,13,3,0,1,20,294,0,35,0,899,0,10145,0,11.28476084538376,0,0.0034499753573188764,0.06802721088435375,0
1265337771180335110,0,0,104,80,0.7692307692307693,3,0,0,0,0,14,17,15,3,0,1,725,323,0,7,0,1140,0,7969,0,6.9903508771929825,0,0.0008784038147822813,2.2445820433436534,1
1265336951722307589,0,0,104,76,0.7307692307692307,11,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265335751249723393,0,1,67,64,0.9552238805970149,5,0,0,0,0,27,17,15,3,0,0,0,6,0,146,0,85,0,149,0,1.7529411764705882,10,0.9798657718120806,0.0,1
1265335044509331456,0,0,292,250,0.8561643835616438,6,0,0,0,0,42,15,15,3,0,0,10,23,0,70,1,504,0,290,0,0.5753968253968254,0,0.2413793103448276,0.43478260869565216,1
1265334541054382080,0,1,96,68,0.7083333333333334,9,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265334523790635010,0,1,94,68,0.723404255319149,8,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265333368830361600,0,3,144,116,0.8055555555555556,21,0,0,0,0,109,8,8,3,1,1,95396,189,246,35,0,2888,1,80164,0,27.757617728531855,0,0.0004366049598323437,504.74074074074076,0
1265329656183439361,0,2,84,58,0.6904761904761905,6,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265329527892443138,1,3,239,180,0.7531380753138075,25,0,0,0,0,160,13,15,3,0,1,414,15,0,3636,1,989,0,2961,0,2.993933265925177,2,1.2279635258358663,27.6,1
1265329027314675712,0,0,133,121,0.9097744360902256,4,0,0,0,0,115,12,13,3,0,1,1,44,0,5,0,660,0,7,0,0.010606060606060607,52,0.7142857142857143,0.022727272727272728,1
1265326883022843904,0,1,77,51,0.6623376623376623,6,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265326363310993409,0,0,96,48,0.5,15,0,0,0,0,18,10,15,3,0,1,0,26,0,0,0,76,0,1,0,0.013157894736842105,75,0.0,0.0,0
1265322776790876160,0,0,84,58,0.6904761904761905,7,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265322253358469120,3,28,109,84,0.7706422018348624,5,0,0,0,0,97,12,14,1,0,0,2898,4906,3,2504,0,539,0,7393,0,13.716141001855288,66,0.338698769105911,0.5907052588666939,0
1265320763562668032,0,0,115,86,0.7478260869565218,13,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265319731612971008,0,0,113,85,0.7522123893805309,10,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265315733950681092,1,6,128,100,0.78125,5,0,0,0,0,124,16,15,3,0,1,22797,214,167,110,1,1597,0,48884,0,30.609893550407012,0,0.0022502250225022503,106.52803738317758,1
1265314014063550464,1,1,252,202,0.8015873015873016,10,0,0,0,0,130,18,15,3,0,1,25,198,0,107,0,1838,0,103,0,0.05603917301414581,2,1.0388349514563107,0.12626262626262627,1
1265313739940737025,0,0,238,190,0.7983193277310925,12,0,0,1,8,84,18,15,3,0,0,9,63,0,501,1,1965,0,436,0,0.22188295165394403,4,1.1490825688073394,0.14285714285714285,0
1265313733057736704,0,1,110,82,0.7454545454545455,14,0,0,0,0,110,8,13,3,1,1,241,15,2,6,0,842,0,5464,0,6.489311163895487,0,0.0010980966325036604,16.066666666666666,1
1265312737267048448,0,0,189,154,0.8148148148148148,18,1,1,0,0,110,8,13,3,1,1,241,15,2,6,0,842,0,5464,0,6.489311163895487,0,0.0010980966325036604,16.066666666666666,1
1265312493569601536,0,0,137,65,0.4744525547445255,24,0,0,0,0,110,8,13,3,1,1,241,15,2,6,0,842,0,5464,0,6.489311163895487,0,0.0010980966325036604,16.066666666666666,0
1265310817198759940,0,1,106,82,0.7735849056603774,5,0,0,0,0,14,17,15,3,0,1,725,323,0,7,0,1140,0,7969,0,6.9903508771929825,0,0.0008784038147822813,2.2445820433436534,1
1265309533624168450,0,0,91,65,0.7142857142857143,6,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265309091343167488,0,0,122,94,0.7704918032786885,7,0,0,0,0,155,16,15,3,0,1,2364,1259,122,82,1,2497,0,74579,0,29.867440929114938,0,0.0010995052226498076,1.8776806989674344,1
1265308910992400387,0,6,278,243,0.8741007194244604,35,0,0,0,0,57,12,13,3,0,1,3354,32,5,42,0,815,0,26417,0,32.413496932515336,0,0.001589885301131847,104.8125,1
1265305717449293828,0,2,33,20,0.6060606060606061,3,0,0,0,0,117,14,13,1,0,1,962,994,1,31654,0,1638,0,851,0,0.5195360195360196,28,37.19623971797885,0.9678068410462777,0
1265300967446073344,0,0,58,44,0.7586206896551724,5,0,0,0,0,72,13,12,3,0,0,196,124,0,0,0,141,0,5800,0,41.13475177304964,1,0.0,1.5806451612903225,0
1265297478904983554,0,4,222,209,0.9414414414414415,0,1,1,0,0,0,11,11,1,0,0,4,31,0,342,0,234,0,1084,0,4.632478632478633,1,0.3154981549815498,0.12903225806451613,0
1265297111635177473,0,0,392,274,0.6989795918367347,31,1,2,1,2,16,22,15,3,0,0,43,135,0,1097,0,160,0,1584,0,9.9,0,0.6925505050505051,0.31851851851851853,0
1265293485575270400,0,109,112,103,0.9196428571428571,0,0,0,0,0,138,13,12,3,1,1,302957,657,188,39,1,2824,0,104804,0,37.111898016997166,1,0.00037212320140452655,461.12176560121765,1
1265293024369586177,0,1,101,75,0.7425742574257426,4,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265292554813280256,0,0,176,147,0.8352272727272727,18,0,0,0,0,110,8,13,3,1,1,241,15,2,6,0,842,0,5464,0,6.489311163895487,0,0.0010980966325036604,16.066666666666666,1
1265291561996337153,0,0,188,160,0.851063829787234,17,0,0,0,0,110,8,13,3,1,1,241,15,2,6,0,842,0,5464,0,6.489311163895487,0,0.0010980966325036604,16.066666666666666,0
1265290704718266368,0,0,147,117,0.7959183673469388,8,0,0,0,0,155,16,15,3,0,1,2364,1259,122,82,1,2497,0,74579,0,29.867440929114938,0,0.0010995052226498076,1.8776806989674344,1
1265290117255700480,0,2,157,129,0.821656050955414,4,0,0,0,0,32,16,15,4,0,0,80,175,0,1127,0,586,0,129,0,0.22013651877133106,0,8.736434108527131,0.45714285714285713,1
1265287857809297411,0,0,122,97,0.7950819672131147,3,0,0,0,0,155,16,15,3,0,1,2364,1259,122,82,1,2497,0,74579,0,29.867440929114938,0,0.0010995052226498076,1.8776806989674344,1
1265286241370599426,0,0,113,84,0.7433628318584071,1,0,0,0,0,155,16,15,3,0,1,2364,1259,122,82,1,2497,0,74579,0,29.867440929114938,0,0.0010995052226498076,1.8776806989674344,1
1265286015129915392,0,1,148,120,0.8108108108108109,3,0,0,0,0,103,13,14,3,0,1,771,112,2,334,0,1047,0,18351,0,17.527220630372494,0,0.018200643016729332,6.883928571428571,0
1265285326047592448,0,38,64,60,0.9375,5,0,0,1,2,128,17,9,1,0,1,38905,97,12,2942,1,1276,0,33079,0,25.92398119122257,0,0.0889386015296714,401.08247422680415,1
1265284607395553280,0,24,141,114,0.8085106382978723,11,0,0,0,0,30,11,11,3,0,0,178609,75,102,23,1,3125,1,49464,0,15.82848,0,0.00046498463529031216,2381.4533333333334,1
1265283558400131072,2,23,136,109,0.8014705882352942,2,0,0,0,0,83,10,11,2,0,1,339705,343,327,1755,1,2993,1,147394,0,49.246241229535585,0,0.011906861880402188,990.3935860058309,1
1265281536766685184,0,1,202,167,0.8267326732673267,16,0,0,0,0,44,13,13,2,0,1,333,74,0,11,0,275,0,4974,0,18.087272727272726,0,0.0022114997989545635,4.5,1
1265280728289251335,0,0,106,80,0.7547169811320755,7,0,0,0,0,122,21,10,2,0,1,17,13,0,0,0,454,0,3263,0,7.187224669603524,0,0.0,1.3076923076923077,0
1265280415188713475,0,0,70,43,0.6142857142857143,11,0,0,0,0,159,12,6,3,0,1,459,2031,6,463,1,4204,0,3071,0,0.7304947668886774,74,0.15076522305437967,0.2259970457902511,1
1265280215124791297,0,0,73,49,0.6712328767123288,6,0,0,0,0,139,14,13,4,0,1,7,4,0,0,0,79,0,2020,0,25.569620253164558,0,0.0,1.75,1
1265278361435115521,1,2,188,164,0.8723404255319149,9,0,0,0,0,66,29,11,2,0,0,98,24,0,9,0,131,0,55,0,0.4198473282442748,2,0.16363636363636364,4.083333333333333,1
1265277100522528774,0,0,278,241,0.8669064748201439,1,0,0,0,0,16,20,15,4,0,0,2,66,0,382,0,447,0,189,0,0.4228187919463087,6,2.0211640211640214,0.030303030303030304,0
1265276322357510150,0,5,131,100,0.7633587786259542,11,0,0,0,0,147,12,13,4,0,1,72948,326,89,35,0,1965,1,70121,0,35.68498727735369,0,0.0004991372056873119,223.76687116564418,0
1265276247178764291,0,0,99,99,1.0,5,0,0,0,0,9,12,15,3,0,0,0,39,0,6,0,119,0,11,0,0.09243697478991597,75,0.5454545454545454,0.0,0
1265274841965326339,0,0,146,132,0.9041095890410958,6,1,2,0,0,0,16,14,4,0,1,207,33,0,635,0,1768,0,311,0,0.17590497737556562,0,2.0418006430868165,6.2727272727272725,0
1265274406542008327,0,3,139,109,0.7841726618705036,14,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265273985291489280,0,1,178,148,0.8314606741573034,14,0,0,0,0,44,13,13,2,0,1,333,74,0,11,0,275,0,4974,0,18.087272727272726,0,0.0022114997989545635,4.5,0
1265273551675949056,0,0,116,92,0.7931034482758621,11,1,1,0,0,159,10,9,2,0,1,1281,3,0,0,0,184,0,98957,0,537.8097826086956,0,0.0,427.0,0
1265272636449394689,0,2,99,70,0.7070707070707071,9,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265272172974489601,0,0,103,77,0.7475728155339806,8,0,0,1,1,136,18,9,5,0,1,1035,31,0,19,0,432,0,8683,0,20.099537037037038,0,0.002188183807439825,33.38709677419355,1
1265271779133710336,0,1,98,71,0.7244897959183674,8,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,0
1265269900836081664,0,1,89,62,0.6966292134831461,4,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265269636339126272,2,99,219,212,0.9680365296803652,3,0,0,1,1,81,11,10,2,0,0,12402,781,24,4787,0,1876,0,70935,0,37.81183368869936,0,0.06748431662789878,15.879641485275288,0
1265269002978222080,0,2,96,68,0.7083333333333334,4,0,0,0,0,160,13,12,3,0,1,12460,4,21,0,0,3206,0,203627,0,63.51434809731753,0,0.0,3115.0,1
1265268835986182144,0,0,117,90,0.7692307692307693,5,0,0,0,0,155,16,15,3,0,1,2364,1259,122,82,1,2497,0,74579,0,29.867440929114938,0,0.0010995052226498076,1.8776806989674344,1
