,tweet_id,retweet_count,favorite_count,cleaned_tweet,length_before,length_after,ratio_of_length,number_of_upper_chars,has_question_marks,number_of_question_marks,has_exclamations,number_of_exclamation_marks,label
319,1237503474159452161,10758,42672,৫০ বছরের কম বয়সী যে কোনও ব্যক্তিকে বুঝতে হবে যে আমরা সম্ভবত কোভিড -১৯ থেকে মারা যাব না তবে আমরা একেবারে ভ্যাক্টর হয়ে থাকব যারা এই রোগটি বৃদ্ধ বয়সীদের মধ্যে ছড়িয়ে দিয়েছিলেন যারা মারা যাবেন * তাই আমাদেরও সতর্কতা অবলম্বন করতে হবে ।,236,236,1.0,6,0,0,0,0,1
320,1237448230381801475,10621,36478,তারা কর কাটেনি। তারা সংস্থাগুলি জামিন দেয়নি। তারা কেবল জনস্বাস্থ্য জরুরী আক্রমণ করেছে। অর্থনৈতিক পুনরুদ্ধার সক্ষম করার উপায় জনস্বাস্থ্যের উপর ফোকাস। URL টি,191,171,0.8952879581151832,8,0,0,0,0,1
325,1237109798971355137,10188,45407,দেখে মনে হচ্ছে করোনার ভাইরাসটি অ্যান্টিব্ল্যাক এবং URL URL এর সাথে ঠিক আছে,89,69,0.7752808988764045,6,0,0,0,0,1
326,1222318351357054976,10169,51891,চাইনিজ করোনার ভাইরাস ইউআরএল এর মতো হতে পারে,52,32,0.6153846153846154,5,0,0,0,0,0
327,1236967717535731712,9890,16485,ঠাণ্ডা / ফ্লু মৌসুমে কোভিড -১৯ হিট। আপনার ভাইরাস থাকতে পারে তা ভাবছেন? কোভিড 19 বনাম কোল্ড ভি ফ্লুতে এই চার্টটি সহায়ক: ইউআরএল,149,128,0.8590604026845637,5,1,1,0,0,1
328,1237165569457225728,9796,33912,"উত্তর আমেরিকান: * টয়লেট পেপার জমায়েত করা, হ্যান্ড স্যানিটাইজার * ফ্রান্সের গুণাবলী নিয়ে কৌতূহলপূর্ণভাবে বিতর্ক করছে: শেষ বারের মতো, কোকেন করোন ভাইরাস ইউআরএলকে প্রতিরোধ করে না",180,160,0.8888888888888888,52,0,0,0,0,1
330,1237513303720521728,9761,42514,ধর্মান্ধ বক্তব্য যা ভুল তথ্য ছড়িয়ে দেয় এবং এশিয়ানদের এবং এশিয়ান আমেরিকান সম্প্রদায়কে করোনভাইরাস হিসাবে দোষ দেয় আমাদের সকলকে কম নিরাপদ করে তোলে। @ জিপ্লেডারকে অবশ্যই এই টুইটটি মুছতে হবে এবং সঙ্গে সঙ্গে ক্ষমা চাইতে হবে। URL টি,221,200,0.9049773755656109,14,0,0,0,0,1
331,1236473220783636481,9740,22906,"থ্রেড: করোনাভাইরাসতে, আমরা ত্বকের ক্ষেত্রে একটি সময় প্রবেশ করতে পারি। দেশটি আগামী দুই সপ্তাহের মধ্যে খুব আলাদাভাবে দেখতে পারে। আমরা এর মধ্য দিয়ে যাব, তবে ভাইরাসের সুযোগ এবং প্রভাব সীমিত করতে এখনই পদক্ষেপ নেওয়া দরকার। নিজের সাহায্য করার জন্য এখন আমরা কিছু করতে পারি। 1 / এন",281,280,0.99644128113879,11,0,0,0,0,1
332,1237227416042364933,9697,26052,"যারা উদারপন্থী তাদের বাট প্লাগ উড়িয়ে দিয়েছিল যে লোকেদের করোনার ভাইরাস ডেকেছিল ওহান (যে এটির জন্য অপেক্ষা করুন ...) উওহানকোরোনাভাইরাস, এখানে ইতিহাসের রিফ্রেশার ... নম্বসকুলস ইউআরএল",214,192,0.897196261682243,13,0,0,0,0,0
333,1236837019336269826,9652,41935,সান ডিয়েগো হাসপাতালে কোভিড -১৯ পরীক্ষা করার জন্য গাইডলাইনগুলির সন্ধান পেয়েছে এবং তারা ... সত্যই খারাপ! পরীক্ষা করার জন্য রোগীর ঘনিষ্ঠ যোগাযোগ করতে হবে ডব্লিউ-র সংক্রমণ সম্পর্কে নিশ্চিত হওয়া বা সংক্রামিত জায়গায় ভ্রমণ করতে হবে। কিন্তু এটি সম্পূর্ণ অপর্যাপ্ত!,266,266,1.0,10,0,0,1,2,1
334,1237419307782393857,9320,82925,"La 57 লা লক্ষ্যে ভ্রমণ, ধন্যবাদ করোনার ভাইরাস URL টি",65,45,0.6923076923076923,7,0,0,0,0,1
336,1236101614181720069,9203,40318,"যারা একক দাতা স্বাস্থ্যসেবা ব্যবস্থাকে ""গ্রাহক পছন্দ"" হিসাবে অগ্রাধিকার দেয়, তাদের জন্য বুঝতে হবে যে আপনি যখন লোকদের স্বাস্থ্যসেবার অ্যাক্সেসকে তাদের কর্মসংস্থানের সাথে যুক্ত করতে বাধ্য করেন, আপনি আসলে তাদের স্বাধীনতা হরণ করেন এবং তাদের জীবনের অনিশ্চয়তা বাড়িয়ে তোলেন । ‡ ï¸ ইউআরএল",299,279,0.9331103678929766,5,0,0,0,0,0
337,1237453703466156034,9176,58483,"আমাকে মাত্র জানানো হয়েছে যে আমার কোভিড -১৯ ল্যাব ফলাফলটি নেতিবাচক ছিল। প্রচুর সাবধানতা অবলম্বনে, আমি বৃহস্পতিবার দুপুর ২ টার মধ্যে চিকিত্সা পেশাদারদের পরামর্শে স্ব-সঙ্গতিতে থাকব। আমি ভাল লাগছে এবং কোন লক্ষণ দেখায় না।",239,239,1.0,10,0,0,0,0,1
338,1237399797734223873,9041,108625,ইউআরএল নয় কেন করোনার এই ফ্লাইটগুলি নরক হিসাবে সস্তা,70,50,0.7142857142857143,5,0,0,0,0,1
339,1237492257458204673,8991,13037,"Š “rance ফ্রান্স, স্পেন এবং জার্মানি কোভিড 19 অগ্রগতিতে ইতালি পিছনে প্রায় 9 থেকে 10 দিন অবধি রয়েছে; যুক্তরাজ্য এবং আমরা 13 থেকে 16 দিন অনুসরণ করি। ইটালিতে আমরা খুব দীর্ঘ অপেক্ষা করেছি, এই দেশগুলিকে এখনই আক্রমণাত্মক নিয়ন্ত্রণের ব্যবস্থাগুলি বাস্তবায়ন করা উচিত। URL টি",273,252,0.9230769230769231,18,0,0,0,0,1
340,1236100103917756416,8780,69693,"করোনার ভাইরাস প্রো টিপ: আপনি যদি ভোদকার সাথে অগ্ন্যুত-সি মিশ্রিত করেন তবে আপনি আক্ষরিকভাবে অসুস্থ হতে পারবেন না, এটি আসলে বিজ্ঞান",108,108,1.0,8,0,0,0,0,1
342,1237249222442807296,8558,27105,"""ইস্রায়েল সমস্ত বিদেশী আগতদের জন্য দুই-সপ্তাহের কোয়ারানটিন বাধ্যতামূলকভাবে ঘোষণা করে â"" ইস্রায়েল বাজি রাখতে চান তাদের দেশে কোনও মহামারী নেই? সীমানা একটি দুর্দান্ত জিনিস। করোনভাইরাস ইউআরএল",211,190,0.9004739336492891,11,1,1,0,0,1
343,1236615342736076801,8494,43198,ন্যান্সি বিনে বিগত বছরগুলিতে সবচেয়ে উন্নত রাজনীতিবিদ। তার অন্ধকার ত্বকে যে মজা করেছে তারা এখনই শ্বাসরোধ করতে পারে। URL টি,140,120,0.8571428571428571,10,0,0,0,0,0
344,1236739714897473536,8493,27912,করোনাভাইরাসকে সামনে রেখে সেন জোশ হাওলি আমাদের চিকিত্সা সরবরাহের উত্পাদন ও বিতরণের জন্য চীনের উপর মার্কিন যুক্তরাষ্ট্রের নির্ভরতা শেষ করার জন্য একটি বিল প্রবর্তন করেছিলেন। URL টি,193,172,0.8911917098445595,12,0,0,0,0,1
345,1236937893798707201,8265,14733,"আমি কোভিড -১৯ এর বিস্তারিত তথ্য চেয়েছিলাম, তবে মিডিয়ার পক্ষপাতিত্ব ছাড়া সংখ্যার সন্ধান করতে আমার খুব কষ্ট হয়েছিল। আমি নিজে এটি সংগ্রহ করেছি এবং এখানে ভাগ করছি। এই থ্রেডে: - ইনকিউবেশন সময় - উপসর্গ সংঘটন - সংক্রমণ হার - প্রথম 20 তারিখ এবং অবস্থান অনুসারে আমাদের কেস (অবিরত)",271,271,1.0,13,0,0,0,0,1
346,1236269496878366726,8237,16038,সত্যিকারের প্রশংসনীয় বিশ্লেষণ: উচ্চ বীমা সংস্থাগুলির সংখ্যার সংমিশ্রণের কারণে অনেক ডাব্লু / ও অসুস্থ ছুটি পেয়েছে এবং এমন একটি নেতৃত্ব যা দেশকে প্রস্তুত না করার সময় চ্যালেঞ্জকে পরাভূত করেছে এমন এক নেতৃত্বের কারণে আমরা কর্নাভাইরাসে অনেক দেশের চেয়ে বেশি ঝুঁকিপূর্ণ। URL টি,271,250,0.922509225092251,6,0,0,0,0,1
347,1236839326916341760,8066,30711,"কার কাছে এটি শুনতে হবে তা আমি জানি না তবে অ্যালবার্টা ইর বা হাসপাতালে করা সমস্ত শ্বাস প্রশ্বাসের জন্য কোভিড 19 টেস্টিং যুক্ত করেছেন। সুতরাং আপনি যদি ফ্লু খুঁজছেন, আপনি কোভিড ১৯-তে একটি উত্তরও পাবেন। ইমো মানক হওয়া উচিত ho",224,222,0.9910714285714286,21,0,0,0,0,1
348,1221825190847483907,7923,18853,"উপন্যাস করোনভাইরাস বিরুদ্ধে একটি অ্যান্টিভাইরাল স্প্রে শঙ্ঘাই জনস্বাস্থ্য ক্লিনিকাল সেন্টারে বিকাশ পেয়েছে, যা ভাইরাস থেকে ieldাল হিসাবে গলায় রাখা যেতে পারে। স্প্রেটি ফ্রন্ট-লাইনের চিকিত্সা কর্মীদের রক্ষা করতে ব্যাপক সাহায্য করতে পারে, তবুও জনসাধারণের ব্যবহারের জন্য ভর-উত্পাদন বর্তমানে পাওয়া যায় না। URL টি",299,278,0.9297658862876255,11,0,0,0,0,1
350,1237107071947948032,7862,28640,কেউ কি ব্যাখ্যা করতে পারেন যে সিপ্যাক অংশগ্রহণকারীদের সংস্পর্শে আসা লোকেরা করোন ভাইরাস পরীক্ষা না করে কেন স্বতঃসংশ্লিষ্টতা করছেন? আমরা এখনই জানতে চাই না যদি অংশ নেওয়া এখনকার সাথে কারও সাথে ভাইরাস আছে কি না? URL টি,254,233,0.9173228346456693,16,1,2,0,0,1
351,1236906182796644353,7655,31593,"একটি এস এ কোভিড -১৯ এর প্রতিক্রিয়া সম্পর্কে কোরিয়ান সরকার ব্রিফিং: ""সরকার ব্যয়গুলি ব্যয় করে ব্যয় করার পরিবর্তে সম্পর্কিত পরীক্ষা ও চিকিত্সার জন্য আর্থিক ব্যয় coveringাকবে। সরকার আরোপিত পৃথক পৃথকীকরণের ফলে লোকসানের জন্য চিকিত্সা সুবিধাদিও ফিরিয়ে দিচ্ছে। """,277,277,1.0,10,0,0,0,0,1
352,1236718775099064320,7557,47975,পাসপোর্ট টুইটার করোনার আঘাতের পর থেকে চুপ করে আছে। আপনার অর্থ জর্দানগুলিতে ব্যয় করা উচিত ছিল,80,80,1.0,0,0,0,0,0,1
353,1237503494325559296,7450,9118,"একচেটিয়া ন্যাডিন ডরিস, একজন স্বাস্থ্যমন্ত্রী, তিনি গত সপ্তাহে ওয়েস্টমিনিস্টারে রয়েছেন, করোন ভাইরাস নির্ণয়ের জন্য প্রথম এমপি হয়েছেন, কয়েকশ লোকের সাথে দেখা করেছেন, এবং বৃহস্পতিবার ইউআরএলে বরিস জনসনের দ্বারা আয়োজিত 10 নম্বরের সংবর্ধনা অনুষ্ঠানে যোগ দিয়েছেন।",255,235,0.9215686274509803,24,0,0,0,0,1
354,1237514979881844737,7409,17524,একটি ðŸ˜ðŸ ¥ ´ URL টি ইউআরএল প্রদর্শন করুন,66,26,0.3939393939393939,10,0,0,0,0,0
356,1236253902242226176,7320,29736,করোনার ভাইরাস ভীতি URL এর কারণে আমার রাউন্ড ট্রিপ বিমানের টিকিটের জন্য .3 00.38 প্রদানের পরে আমি ফ্রান্সে পৌঁছেছি,131,111,0.8473282442748091,6,0,0,0,0,1
357,1236505833673879552,7227,69135,"আমার প্রিয় শিক্ষার্থীদের কাছে: রিজলে কোভিড -১৯ ভাইরাসের নিশ্চিত হওয়ার কারণে, 20 মার্চ আপনাকে পান্ডুলিপিটি পাস করতে হবে তবে বাড়িতে থাকতে হবে এবং স্বতন্ত্রভাবে কাজ করতে হবে। পুনশ্চ. শিক্ষক হিসাবে আপনার গ্রেডের চেয়ে আপনার জীবন আরও মূল্যবান। আমি আমার অংশটি করব।",279,279,1.0,13,0,0,0,0,1
358,1237219150931599362,6924,28680,"কেভিন ম্যাকার্থি করোনার ভাইরাসকে চাইনিজ বলছেন এমন একটি বর্ণবাদী চালচলন যা জনস্বাস্থ্যের ইস্যুতে এমন কিছু তৈরি করা যা ""অন্য"" -এর জন্য দোষারোপ করা যেতে পারে - স্কুলগুলিতে এপিআই বাচ্চারা ইতিমধ্যে ভাইরাস থাকার বিষয়ে তিরস্কার করা হচ্ছে - প্রজাতন্ত্রের ""নেতৃত্ব"" এটাই একটি সত্য বিপদ আমাদের সকলের কাছে",272,272,1.0,8,0,0,0,0,1
359,1236064273186672640,6839,41308,যদি এই করোনাকে ভয় দেখাতে না পারে তবে শীঘ্রই ইমাকে হস্তক্ষেপ করতে হবে,62,62,1.0,2,0,0,0,0,0
360,1236535783605121026,6735,10876,"থ্রেড: শুক্রবারের জানুয়ারী, জানুয়ারী, জানুয়ারী 31, 2020, করোনভাইরাসটি আনুষ্ঠানিকভাবে অন্যান্য দেশে ছড়িয়ে পড়েছে এর কয়েক সপ্তাহ আগে (যা খারাপ স্টক মার্কেট সপ্তাহের ফেব্রুয়ারি 24-ফেব 28 এর দিকে পরিচালিত করেছিল), ট্রাম্প প্রশাসক চীনায় ভ্রমণ নিষেধাজ্ঞাগুলির ঘোষণা করেছিলেন। এটি উত্পন্ন উত্সাহ প্রতিবেদন কিছু। 2/4/20 এর পলিটিকো নিন।",279,278,0.996415770609319,17,0,0,0,0,1
361,1236887326753574912,6681,33156,"কোভিড -১৯ নির্ধারণকারী হাসপাতালগুলি দেখুন look ম। লুকের, কার্ডিনাল, মাকতি মেড, মেডিকেল সিটি। কোভিড -১৯ শুধুমাত্র খাঁটি স্বাস্থ্য সমস্যা নয়। শক্তিশালী শ্রেণীর সমস্যাও রয়েছে। সমৃদ্ধ, কোভিড কেবল দুর্বল, কাশি এবং গলা ব্যথা।",232,232,1.0,26,0,0,0,0,1
362,1237156303304302592,6675,23060,"আজ রাতে আমরা একটি গুরুত্বপূর্ণ প্রান্তিকতা অতিক্রম করেছি: @cpac 9 দিন আগে শেষ হয়েছে। বিশেষজ্ঞদের মতে আমরা পরামর্শ নিয়েছিলাম যে সময় নির্ধারণের ক্ষেত্রে কোনও নতুন করোনার কেস নেই এবং উপস্থিতি উপস্থিতিদের কোনও উপসর্গই একটি বিশাল টার্নিং পয়েন্ট নয়। একটি হোটেলে 10,000 এরও বেশি ভাইরাস উপস্থিত এবং কেউ ইতিবাচক নয় is D D »D D» D ºð ¸",283,283,1.0,14,0,0,0,0,1
363,1236766822684405766,6584,48824,আমাদের দোকানের কাছাকাছি কাউকে যদি করোনার ভাইরাস থেকে আলাদা করে নিতে হয় এবং উপকারে থাকে তবে আমি দু'সপ্তাহের খাবারের পার্সেল একসাথে রাখব যা আপনার দরজায় পৌঁছে দেওয়া হবে।,166,166,1.0,2,0,0,0,0,0
364,1237478365638074374,6534,20400,আশ্চর্যজনক! কিগালি বাস পার্কের যাত্রীদের প্রতিরোধ এবং ঝুঁকি হ্রাস করোন ভাইরাস প্রাদুর্ভাব হিসাবে বাসে উঠার আগে তাদের হাত ধুতে হবে। রুয়ান্ডা ইউআরএল,183,161,0.8797814207650273,12,0,0,1,1,1
365,1237107445685772289,6508,23997,অন্য কেউ খেয়াল করে যে কোভিড -১৯ ইমপিচমেন্ট ব্যর্থ হওয়ার সাথে সাথেই পপ আপ হয়ে গেছে?,94,94,1.0,6,1,1,0,0,1
367,1236840007480020992,6373,28063,"জিকা, ইবোলা, লাইম ডিজিজ, জার্মান হাম, স্প্যানিশ ফ্লু, রেস্টন ভাইরাস, ওয়েস্ট নাইল ভাইরাস, হং কং ফ্লু কি সব ঠিক আছে? URL টি",147,127,0.8639455782312925,12,1,1,0,0,0
368,1237349518359724032,6353,26342,"মাত্র দু'মাস আগে, তাল আগ্নেয়গিরিটি উদয় হচ্ছিল, এতে প্রচন্ড ভয় ও দুর্ভোগের জন্ম হয়েছিল। আজ, শান্তিতে তালের রাজত্ব, আমাদের স্মরণ করিয়ে দিচ্ছে যে কোভিড -১৯ এর প্রাদুর্ভাবও আসবে এবং যাবে এবং সামাজিক সংহতি দিয়ে আমরা একটি জাতি হিসাবে আরও শক্তিশালী হয়ে উঠতে পারি। টমাস টিরোনার ইউআরএল ðŸ “।",290,270,0.9310344827586207,17,0,0,0,0,1
369,1236951328783388672,6351,23901,"কিছু অনিয়ম ডাব্লু / এফএফ ব্যবহার দেখেছি। নিবন্ধগুলিতে, স্পষ্টতা জানাতে: rs সরস-কোভ -২ (গুরুতর তীব্র শ্বাসযন্ত্রের সিন্ড্রোম করোনভাইরাস 2) ভাইরাস is ov কোভিড -19 (করোনভাইরাস রোগ 2019) এই রোগ। অতএব, সরস-কোভ -২ কোভিড -১৯ এর কারণ। তবুও, নিরাপদে থাকুন। D D »",285,284,0.9964912280701754,32,0,0,0,0,1
370,1236754358886371328,6314,22763,"আমরা ফিরে তাকাতে এবং উদ্বেগ এবং আতঙ্ক ক্রয় সম্পর্কে সত্যিই নির্বোধ বোধ করতে যাচ্ছি। কোভিড ১৯ আসলেই সংক্রামক এবং মারাত্মক বিপজ্জনক নয়, যদি না আপনি ইতিমধ্যে স্বাস্থ্যের সাথে আপস করেন বা এক জায়গায় টন দূষণের সাথে বাস করেন না। এটি একটি বিশাল অত্যধিক প্রতিক্রিয়া।",264,263,0.9962121212121212,6,0,0,0,0,1
371,1237440523327045632,6228,52076,করোনার একটি কালো আলো এবং আমেরিকা একটি বাঁধা হোটেল ঘর,63,63,1.0,2,0,0,0,0,0
372,1236576408471822336,6123,7299,দুই সপ্তাহের অসুস্থ বেতন: 188.50 আপনি যদি থাকতেন তবে যা পাবেন: what ‡ ¦ðŸ ‡ ustআস্ট্রিয়া ust 574.70 ðŸ © © ðŸ ªgermany £ 574.70 ðŸ ¸ðŸ ¸ðŸ wedswenen â 9 459.76 ± ³ðŸ ³ðŸ ‡ ± herspain â 2 242.39 uk ‡ ªðŸ ain ainspain â 1 241.37 ইউকেতে বিধিবদ্ধ অসুস্থ বেতনের বেতন বেঁচে থাকার পক্ষে যথেষ্ট নয় । আরটি যদি আপনি চান ভদ্র sick,321,317,0.9875389408099688,27,0,0,0,0,1
373,1237107865325834246,6105,48071,"সত্যিকার অর্থে এখানে বিভ্রান্ত: সম্ভাব্য কোভিড -১৯ এক্সপোজারের কারণে আমাদের কংগ্রেসের তিন সদস্য প্রফিল্যাটিকভাবে স্ব-কোয়ারান্টিনিং রয়েছে, তবে তাদের কি পরীক্ষা করা হচ্ছে না? তাদের পরীক্ষা করা উচিত বলে মনে হচ্ছে, তাই না?",203,203,1.0,3,1,2,0,0,1
374,1237238011642793984,6014,21503,"দয়া করে জেনোফোবিয়ার বিরুদ্ধে লড়াইয়ে সহায়তা করুন: ১. কোভিড -১৯ ""চাইনিজ করোনভাইরাস"" বা ""উহান ভাইরাস"" কল করবেন না ২. এশীয় লোক বা ব্যবসা থেকে দূরে থাকবেন না 3.. মিডিয়াতে বর্ণবাদকে কল করুন যখন আপনি এটি দেখছেন (কোভিডের গল্পগুলি কোনও এশীয় ব্যক্তির ছবি, টিভিএম) ইউআরএল রাখার দরকার নেই",281,261,0.9288256227758007,23,0,0,0,0,0
375,1236709853126627337,6010,10866,এই থ্রেড এবং rt পড়ুন। দুর্দান্ত পরিপ্রেক্ষিত আপনি মিডিয়া থেকে শুনতে পাবেন না। URL টি,99,79,0.797979797979798,6,0,0,0,0,0
376,1236448518585319424,5994,30209,তবে আমি ভেবেছিলাম ট্রাম্পকে আঘাত করার জন্য করোনার ভাইরাসটি কি কেবল একটি গণতান্ত্রিক প্রতারণা? গল্পটি নৈতিক: বিজ্ঞান এবং প্রকৃতি আপনার কোন দলের অন্তর্গত তা জবাব দেয় না। URL টি,180,160,0.8888888888888888,12,1,1,0,0,1
377,1237391701775249408,5975,12709,"কোভিড -১৯ নামজুনকে রাগান্বিত ও দু: খিত করছে কারণ সে কর্মীকে তাই দেখতে পাচ্ছে না, আমার নির্দেশনা রয়েছে: ইউআরএল",116,96,0.8275862068965517,6,0,0,0,0,0
378,1237430016478191619,5974,22594,"আপনি যদি ভাবছেন যে কেন এটি একগুচ্ছ বয়স্ক এলজিবিটিকিউ লোকেরা করোনার ভাইরাসকে গুরুত্বের সাথে গ্রহণ করার জন্য লোকদের প্রতি আহ্বান জানাতে চাইছে এবং কেবল টানছে না কারণ আপনি মনে করেন যে কেবল বৃদ্ধ এবং অসুস্থই মারা যাবেন, আমি এখানে এসে মনে করিয়ে দিচ্ছি যে তারা ইতিমধ্যে এই ধরণের দেখেছিল কর্মে অলসতা।",273,273,1.0,9,0,0,0,0,0
380,1237497416862986241,5889,18987,"আমরা করোনার ভাইরাস এবং নিগাজের জন্য ছিনতাই, মিশিগান একটি ভাল প্লাম্বার প্রেরণ করতে পারি না all",95,95,1.0,3,0,0,0,0,0
381,1236678669768093701,5827,22874,"এক দিনের ক্লাস / কাজ স্থগিতের প্রভাব কী? কিছুই নেই। পরিবর্তে: ১. কোভিড -১৯ এর ক্ষেত্রে ক্ষেত্রগুলি প্রকাশ করুন ২. ভাইরাসের ইনকিউবেশন পিরিয়ড 1-2 সপ্তাহ হয় সুতরাং আমাদের 14 দিনের জন্য ক্লাস / কাজ স্থগিত করা উচিত ৩. ভবন, স্কুল, রাস্তা ছাড়াই স্যানিটাইজ করা উচিত",276,275,0.9963768115942029,13,1,1,0,0,1
382,1237310167814791168,5809,6763,এটি আত্মহত্যার মতো তবে হারাম অংশটি ইউআরএল-এর মতো বিয়োগ,73,53,0.726027397260274,9,0,0,0,0,0
383,1237460460749766657,5758,32786,"কোভিড -19-র প্রথম সিলিকন উপত্যকার মৃত্যুর ঘটনাটি ছিল তাঁর 60 এর দশকের এক মহিলা। আমার বাবা-মা দুজনেই তাদের বয়স 60 এর দশকে। আপনি যদি যুবক হিসাবে আন্তর্জাতিকভাবে ভ্রমণ করতে এবং সামাজিকভাবে দায়িত্বজ্ঞানহীন হতে চান, ""এটি কেবল ফ্লু"" বা ফ্লাইটগুলি সস্তা তবে আপনি কেবল একটি অনিচ্ছাকৃত ব্রাট।",279,279,1.0,10,0,0,0,0,1
384,1237068715314892802,5633,11629,যুগান্তকারী: ক্লোরোকুইন ফসফেট - একটি পুরাতন অ্যান্টি-ম্যালেরিয়া ড্রাগ - ক্লিনিকাল স্টাডিতে কোভিড -19 সম্পর্কিত নিউমোনিয়ার চিকিত্সায় আপাত কার্যকারিতা দেখিয়েছে। ক্লোরোকুইন রোগীদের অ্যান্টি-ভাইরাল এবং অ্যান্টি-ইনফ্ল্যামেটরি সুবিধা উভয়ই সরবরাহ করে,241,241,1.0,19,0,0,0,0,1
385,1237395939171561472,5626,25469,আমি জানি এই মুহুর্তে সবাই কোভিড -১৯ সম্পর্কে প্রকাশ করছে তবে বিশ্বকে একটি কম ভীতিজনক জায়গার মতো করে দেওয়ার জন্য এখানে কয়েকটি ফ্যাব নিউজ রয়েছে। URL টি,157,137,0.8726114649681529,12,0,0,0,0,0
386,1237404677307760640,5554,11000,ইবোলা একটি 50% মৃত্যুর হার আছে। আপনি যদি সংক্রামিত হন তবে আপনি সম্ভবত মারা যান। কোভিড -১৯ এর মৃত্যুর হার 3..৪%। স্পষ্টতই ইওলা'-এর মতো খারাপ নয় তবে এটি মৌসুমী ফ্লু ইউআরএল ইউআরএল থেকে 34x পর্যন্ত বেশি মারাত্মক করে তোলে,247,207,0.8380566801619433,14,0,0,0,0,1
387,1236932313642143745,5514,13003,আপনার মধ্যে অনেকে / আমাকে জিজ্ঞাসা করেন কেন আমি কোভিড -১৯ এর প্রাদুর্ভাবকে এত গুরুত্ব সহকারে নিই না। বর্তমান মামলা এবং মৃত্যুর সংখ্যা * কেন * নয়। ðŸ ‘why আমি কেন উদ্বিগ্ন এবং এই পরিস্থিতিতে আমি ব্যক্তিগতভাবে কী করি তার একটি থ্রেড।,198,198,1.0,11,0,0,0,0,0
388,1236289649737371648,5415,15468,আতঙ্ক ক্রয় এবং টয়লেট রোল মজুদ করা অবিরত। এই হ্যাম্পশায়ারের farnborough কস্টকো এ দৃশ্যগুলি। করোনভাইরাস টয়লেটপেপারনিক প্যানিকউইং ইউআরএল,189,166,0.8783068783068783,13,0,0,0,0,1
389,1237501242567544835,5408,12578,"প্রত্যেকে কোভিড 19 এর বিস্তার রোধ করতে সহায়তা করতে পারে। আপনার লক্ষণগুলি বিকশিত হলে, কোভিড -১৯ হিসাবে পরিচিত ব্যক্তির সাথে ঘনিষ্ঠ যোগাযোগ থাকলে বা সম্প্রতি কোভিড -১৯ এর বিস্তৃত বা চলমান সম্প্রদায়ের ছড়িয়ে পড়া অঞ্চল থেকে ভ্রমণ করেছেন এমন ক্ষেত্রে আপনার ডাক্তারকে কল করুন। ইউআরএল ইউআরএল",301,259,0.8604651162790697,26,0,0,0,0,0
391,1237270988334592001,5280,9924,বিরতি: স্বাস্থ্য বিভাগ কোভিড 19 এর আরও 11 টি নিশ্চিত কেস ঘোষণা করেছে। কেস এখন পিএইচ মধ্যে 35 এ। | @raphbosano করোন ভাইরাস URL এর মাধ্যমে,155,133,0.8580645161290322,25,0,0,0,0,1
392,1237477595916251137,5241,22115,"কেন তারা টিউব স্টেশনগুলি পরিষ্কার করার আগে ভাইরাসের হুমকি নিয়েছে ?? প্রতি সপ্তাহে ট্রেনগুলি পরিষ্কার করা উচিত, সিটগুলিতে সাহারা মরুভূমির চেয়ে বেশি ধুলাবালি রয়েছে। URL টি",189,169,0.8941798941798942,8,1,2,0,0,1
