,tweet_id,retweet_count,favorite_count,cleaned_tweet,length_before,length_after,ratio_of_length,number_of_upper_chars,has_question_marks,number_of_question_marks,has_exclamations,number_of_exclamation_marks,label
393,1236936132715143168,5151,11692,কোভিড 19 এর এখন 10 টি নতুন নিশ্চিত হওয়া মামলা রয়েছে। দোহ অনুসারে এখন 20 এ মোট | @kristinesabillo URL এর মাধ্যমে,130,109,0.8384615384615385,16,0,0,0,0,1
394,1237138362261258244,5151,12294,"কেন আমাদের উপর সিডিসির ডেটা অন্যান্য সংস্থাগুলিতে (কে সহ) পিছিয়ে আছে? প্রবীণ আমেরিকানরা উড়বে না, এবং সেই সাদা সুপারিশটি সেই প্রস্তাবটি প্রচার করা থেকে সিডিসিকে অবরুদ্ধ করেছে যে আমরা কেবল একটি রিপোর্ট করা সিডিসির পরামর্শ সম্পর্কে এপি থেকে শিখছি? URL টি",278,258,0.9280575539568345,24,1,2,0,0,1
395,1236601634454528000,5060,19033,"শুধু ম্যানিলাই নয়, সব এনসিআর এল, মেয়রও কি হতে পারে? এক শহর থেকে অন্য শহরে ভ্রমণকারী শিক্ষার্থীদের কল্পনা করুন, বিভিন্ন লোকের দেখা হচ্ছে। এটা সম্ভব যে সেখানে কোভিড -১৯ রয়েছে এমন লোকেরা তাদের অজান্তেই রয়েছে। আমাদের সবার মুখোশও ভাল নয়। প্রবেশ নিষেধ",279,278,0.996415770609319,7,1,1,0,0,0
396,1237204103970689026,5040,9246,রাষ্ট্রপতি আমাদের এটি দেখতে পাবে না। সে কী লুকিয়ে আছে? স্থগিত গোয়েন্দা প্রতিবেদন মহামারী বিপদ সম্পর্কে সতর্ক করেছে | সময় â ¦ @ odnigovâ © করোনভাইরাস URL,170,149,0.8764705882352941,18,1,1,0,0,1
397,1237015260571168768,5009,10406,"ঠিক এতে: কোভিড ১৯ ওয়ালাংপাশক ইউআরএলের হুমকির মধ্যে প্রেসিডেন্ট ডুটারে 10 মার্চ থেকে 14 মার্চ, 2020 পর্যন্ত মেট্রো ম্যানিলার সমস্ত স্তরের ক্লাস স্থগিত করেছে",166,144,0.8674698795180723,20,0,0,0,0,1
398,1236848918849294336,4911,14981,স্বতঃসংশ্লিষ্ট করোন ভাইরাস ইউআরএল,52,31,0.5961538461538461,2,0,0,0,0,0
400,1237503272555909120,4882,4216,চীনের বাইরে নিশ্চিত কোভিড ১৯ টি মামলার আপডেট: করোনা ভাইরাস কারোনাভাইরাস কোভিড,196,166,0.8469387755102041,21,0,0,0,0,1
401,1236181131147522049,4843,30524,টয়লেট পেপার পুরোপুরি সুপারমার্কেটে বিক্রি হয়েছে? আপনি কি করোনার আগে নিজের পাছা মুছতে পারেননি?,93,93,1.0,2,1,1,0,0,1
402,1236751849769676801,3559,6481,"আমাদের ফার্মাসা গিলিয়াড, যা সবচেয়ে প্রতিশ্রুতিবদ্ধ কোভিড -১৯ ভ্যাকসিনের মালিক, ""মহামারী স্টক বিক্রয়"", এটি $ 50-100 / ব্যক্তির জন্য বিক্রয় করার প্রস্তুতি নিচ্ছে এবং চীনা সরকারকে অ্যাক্সেস অস্বীকার করার জন্য আইনি লড়াইয়ে প্রস্তুত রয়েছে, কারণ চীন ভ্যাকসিনটি বিনামূল্যে তৈরি করুন এবং এটি বিশ্বব্যাপী দক্ষিণ ইউআরএল URL এ প্রেরণ করুন",328,288,0.8780487804878049,20,0,0,0,0,1
403,1236817440606056448,3500,9461,"ব্রেকিং নিউজ: কুইজন সিটিতে কোভিড ১৯ এর একটি নিশ্চিত ঘটনা রয়েছে, মেয়র আনন্দের বেলমন্টের মতে। রায় ক্যাপুলং, অ্যাবস-সিবিএন নিউজ ইউআরএল",145,124,0.8551724137931035,35,0,0,0,0,1
404,1237283622589206530,3498,5296,"ইটালিতে আমরা একটি ভয়ানক ভুল করেছি সবাই বলে ""এটি কেবল একটি ফ্লু"" এবং এখন আমাদের নিবিড় যত্ন ইউনিটগুলি ভেঙে পড়ছে। আমাদের দাদা-দাদি এবং বাবা-মা, আমাদের বন্ধুরা মারা যাচ্ছে, দয়া করে পাঠ শিখুন। এখন আছেন! করোনভাইরাস করোন ভাইরাসউইটব্র্যাক",275,270,0.9818181818181818,9,0,0,1,1,1
405,1236490588276523008,3496,18368,আমরা সম্ভাব্য করোনার ভাইরাস প্রাদুর্ভাবের আলোকে জনস্বাস্থ্য স্বার্থকে অগ্রাধিকার দেওয়ার জন্য সরকারি যোগাযোগ সংস্থাগুলিকে আহ্বান জানাই। বেনিস ইউআরএল,164,143,0.8719512195121951,7,0,0,0,0,0
406,1237611886905937920,3470,31702,আপনার হোমিজের চারপাশে একটি মেয়েকে নিয়ে এসেন এবং হঠাৎ তারা করোনভাইরাস কোভিড -১৯ কল করা শুরু করে,99,99,1.0,5,0,0,0,0,0
407,1236833678380027904,3469,4400,"প্রাক্তন সদস্যরা দানকৃত পরিমাণ যোগ করে করোনায় ক্ষতিগ্রস্থ 19 জনকে সাহায্য করার জন্য প্রাক্তন বাখিউন 50 মিলিয়ন উইন দান করেছেন, তারা মোট 220 মিলিয়ন ওন দান করেছেন !! exo ° ° ± í˜ „@Weareoneexo URL",227,205,0.9030837004405287,25,0,0,1,2,1
408,1236766442571337729,3462,34978,করোনার আমার প্রয়োজনীয় তেল মা'র বিরুদ্ধে কোনও সুযোগ নেই।,51,51,1.0,6,0,0,0,0,1
409,1236973525866602496,3457,10240,"ডেমোক্র্যাটরা বলেছেন ট্রাম্প আমাদের অর্থনীতিতে ব্যর্থ হয়েছেন এবং তবুও আমাদের কাছে বিশ্বের সেরা অর্থনীতি রয়েছে। তারা বলছেন যে তিনি তাঁর কোভিড -১৯ প্রতিক্রিয়াতে ব্যর্থ হয়েছেন, এবং এখনও আমাদের বিশ্বে প্রতি মিলিয়ন সংক্রমণ সবচেয়ে কম। তারা জয়কে হারানো এবং হারানো জয়কে ডাকে।",252,252,1.0,11,0,0,0,0,1
410,1236321657096032256,3446,6099,এইভাবে করোনভাইরাসটি কোভিডে ছড়িয়ে পড়ে 2019 করোন ভাইরাস প্রাদুর্ভাব URL,90,68,0.7555555555555555,12,0,0,0,0,0
412,1237070550679379968,3406,11428,"প্রতি এপি হিসাবে, জার্মানিতে করোন ভাইরাস সংক্রান্ত 1,100 টিরও বেশি কনফার্ম হওয়া হয়েছে, তবে এখন পর্যন্ত মাত্র দু'জন মারা গেছেন say বিশেষজ্ঞরা বলেছেন, দ্রুত পরীক্ষা করার ফলে আক্রান্তদের আরও নির্ণয় করা হয়েছিল এবং দেশটি ভাইরাস সংক্রমণ এবং প্রস্তুত করার সুযোগ দিয়েছে।",253,252,0.9960474308300395,6,0,0,0,0,1
413,1237235176452706304,3382,18849,"কোভিড -১৯-এর সাথে লড়াই করার জন্য আমাদের প্রয়োজনীয় সমস্ত সরঞ্জাম এখনও আমাদের কাছে নেই। এটি চিকিত্সা করার পক্ষে গুরুত্বপূর্ণ পদক্ষেপ, আমরা ভ্যাকসিন এবং ডায়াগনস্টিকগুলিও অন্বেষণ করি। আমাদের সাথে এই প্রচেষ্টা শুরু করার জন্য @ ওয়েলকামস্ট্র এবং @ মাস্টারকার্ডকে ধন্যবাদ জানাই। URL টি",260,240,0.9230769230769231,12,0,0,0,0,1
414,1237412870192640005,3379,4860,আমাদের কীভাবে সম্ভাব্য কোভিড -১৯ কেসের কাছে যাওয়া উচিত? দোহ-পিএসমিড টাস্কফোর্সের 09 মার্চ 2020 নির্দেশিকাগুলির ভিত্তিতে আমি এখানে একটি ইনফোগ্রাফিক তৈরি করেছি। আশা করি আমরা ক্রমবর্ধমান হুমকির মুখোমুখি হওয়ায় এটি আমাদের এইচসিপিএস সহায়তা করে। সবাই নিরাপদে থাকুন URL টি,244,224,0.9180327868852459,24,1,1,0,0,0
415,1237219650456489984,3376,8663,"মিডিয়া কর্নাভাইরাস পেয়ে রক্ষণশীলদের উদযাপন করছে। সিপ্যাক ২০২০ তে করোনাভাইরাসের 1 টি মামলা সম্পর্কে 5,000 টিরও বেশি নিবন্ধ লেখা হয়েছে। যদি এটি একটি বামপন্থী সম্মেলন হত তবে মিডিয়াগুলি এটি স্পর্শ করতে পারত না। রক্ষণশীলদের উপর আক্রমণ করা মিডিয়া এটির একটি প্রধান উদাহরণ।",276,274,0.9927536231884058,12,0,0,0,0,1
416,1237305169932472320,3349,4482,পিএভিচ কোভিড ১৯ এর সমস্ত নতুন কেস ফিলিপিনো এখানে সমস্ত 33 টি মামলার তথ্য রয়েছে information @raphbosano URL- এর মাধ্যমে,124,103,0.8306451612903226,16,0,0,0,0,1
419,1237361576480473088,3276,2737,করোনাভাইরাস পরীক্ষা করার জন্য আপনার যদি এখনও কোনও ধারণা না থাকে তবে এটি পুনঃটুইট করুন।,78,77,0.9871794871794872,1,0,0,0,0,0
420,1237130970396078084,3274,17334,করোনার ভাইরাস বাতিল করুন co কোচেল্লা নয়।,36,36,1.0,5,0,0,0,0,0
421,1237543674675728386,3255,4436,চীনের বাইরে নিশ্চিত কোভিড ১৯ টি মামলার আপডেট: করোনা করোন ভাইরাস করোনাভাইরাসুডডেট করোনা করোনোভাইরাস কোভিড,217,186,0.8571428571428571,21,0,0,0,0,1
422,1237010126881447936,3254,2959,যিশুন সত্যই একটি ভিন্ন শহরের URL,56,36,0.6428571428571429,5,0,0,0,0,0
424,1237608143519014913,3204,15282,তুমি কর. আমি শুনেছি এটি শূকরদের একটি বড় উপায়ে প্রভাবিত করে। URL টি,68,48,0.7058823529411765,8,0,0,0,0,0
425,1237024126889385986,3190,3769,করোনা ওফা দয়া করে আপনার বিশ্ব ভ্রমণ সফর বন্ধ করুন সারানহেতে বিশ্রাম নেওয়া দরকার,65,65,1.0,1,0,0,0,0,0
426,1236759873884479490,3182,5200,মাত্র দু'মাসে এটি যেভাবে ছড়িয়ে পড়ে তা অত্যন্ত ভয়ঙ্কর .. সাবধান লোকেরা এটি অত্যন্ত গুরুতর !! ইউআরএল ইউআরএল,193,170,0.8808290155440415,35,0,0,1,2,0
427,1237015945186398208,3173,6349,ব্রেকিং: প্রেস। কোভিড ১৯ এর কারণে ১৪ মার্চ অবধি মেট্রো ম্যানিলার সমস্ত স্তরে ওয়ালাংপাসকে ডিউটারে ঘোষণা করেছে। | সিএনএন ফিলিপাইন URL এর মাধ্যমে,152,130,0.8552631578947368,39,0,0,0,0,1
428,1237124933211348992,3165,7444,"ইতালি million 9 9,000 এরও বেশি কেস রিপোর্ট করেছেন (এটি দুই সপ্তাহ আগে 231 ছিল) ðŸ সমস্ত ক্রীড়া ইভেন্ট স্থগিত। all «ðŸŽ"" সমস্ত স্কুল, বিশ্ববিদ্যালয় বন্ধ। † ‹ï¸ ðŸŒ † থিয়েটার, জিম, বার, জানাজা এবং বিবাহ নিষিদ্ধ। অভূতপূর্ব। করোনাভাইরাস",298,296,0.9932885906040269,7,0,0,0,0,1
429,1237330231293288449,3159,2879,"ইমিগ্রেশন পর্যালোচনার জন্য নির্বাহী অফিস, যা বিচার বিভাগের অধীনে আসে, সমস্ত বিচারক এবং কর্মীদের সদস্যদের একটি ইমেল সোমবারে বলেছিল যে ভাইরাসটি ছড়িয়ে পড়া ও ছড়াতে কীভাবে ইংরেজী এবং স্প্যানিশ ভাষায় ব্যাখ্যা করা হয়েছে যে সমস্ত করোনাভাইরাস পোস্টার অপসারণ করতে হয়েছিল। URL টি",301,281,0.9335548172757475,11,0,0,0,0,1
430,1237460074123190273,3144,21929,"উম্মু মনে হয় সম্ভবত আপনার এই অংশটি আপনার এই টুইটারে অন্তর্ভুক্ত করা উচিত পরিবর্তে এম্ফিজিমা, ডায়াবেটিস + হাইপারটেনশন সহ বেশ কয়েকটি অন্তর্নিহিত চিকিত্সা শর্তাবলীর সাথে বায়বীয় কাউন্টি মানুষকে অবদানের পরিবর্তে, এনজি'র প্রথম করোনভাইরাস মৃত্যু, রাষ্ট্রীয় কর্মকর্তারা মঙ্গলবার বলেছিলেন .â € œ ইউআরএল",306,286,0.934640522875817,9,0,0,0,0,1
431,1236386465086615557,3130,6073,আমি আমার বাচ্চাদের বুঝিয়ে বলছি যে আমি কীভাবে করোনার ভাইরাস ইউআরএল থেকে বেঁচে এসেছি,76,56,0.7368421052631579,7,0,0,0,0,0
432,1237047503029178370,3099,8646,"করোনাভাইরাস নিয়ে দেশ আতঙ্কিত, তবুও এই ফ্লু মৌসুমে ফ্লুতে ৯.7 মিলিয়ন অসুস্থতা, ৮ 87,০০০ হাসপাতালে ভর্তি হওয়া এবং ৩৮ জন শিশু মৃত্যুর সহ ফ্লুতে ৪৮০০ জন মারা গেছে। আতঙ্ক বন্ধ করার এবং বিষয়গুলিকে দৃষ্টিভঙ্গিতে রাখার এখন সময়।",259,258,0.9961389961389961,2,0,0,0,0,1
434,1236509612142145536,3072,7238,"এই 3 টি মুখ আমাদের ইতিহাসে সবচেয়ে ঘৃণ্য হয়ে উঠবে। তারা আমাদের জাতি, গণতন্ত্র এবং সংবিধানের বিশ্বাসঘাতক। ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ votbluetoendthisnightmare URL",193,172,0.8911917098445595,16,0,0,0,0,1
435,1237326787111239681,3067,2752,ট্রাম্প প্রশাসন অভিবাসন অফিসগুলিকে তাত্ক্ষণিক পোস্টারগুলি সরিয়ে ফেলার নির্দেশ দেয় যাতে কীভাবে করোনভাইরাস ইউআরএল প্রতিরোধ করা যায়,140,119,0.85,6,0,0,0,0,1
437,1237562584477265920,3029,16915,"আমি মূলত এই গল্পটি ভাগ করেছি কারণ আমি চাই লোকেরা এখনই মিসৌরিতে covid19 এর জন্য পরীক্ষা করা কতটা কঠিন তা জানতে is এত সংকীর্ণ লোকদের পরীক্ষা করা হচ্ছে, প্রকৃতপক্ষে প্রকোপটির মাত্রা কি জানতে পারবেন? বর্তমান সিস্টেমটি বেশ বোকামি বলে মনে হচ্ছে।",265,264,0.9962264150943396,10,1,1,0,0,1
438,1237077247636496385,3025,12215,"হ্যালো, 25 তম। definitely â œ â â â definitely definitely definitely s অবশ্যই এটির উপর গলে যাচ্ছে: ট্রাম্প, প্রধান জীবাণুবিদ, কোভিড -19 গল্পের URL নিয়ন্ত্রণ করতে সংগ্রাম করছেন",152,132,0.868421052631579,18,0,0,0,0,0
439,1237560750102556672,3021,8313,"নিয়মিত আমেরিকানদের অগ্রাধিকার দেওয়ার পরিবর্তে যাদের করোনভাইরাস পরীক্ষা করার প্রয়োজন হয়, বা তারা বেতনভুক্ত হয়ে থাকেন বলে অসুস্থ ছুটি পেয়েছেন, তারা রিয়েলডোনাল্ড ট্রাম্প তেল বিলিয়নেয়ারদের জামিন দিতে চায়। ধন্যবাদ দেব প্রতিনিধিদের বাড়ির, এবং @ পটাস নয়, পার্সের ক্ষমতা রয়েছে। URL টি",299,278,0.9297658862876255,17,0,0,0,0,1
440,1236973636751425536,3020,7180,বিশ্ব স্বাস্থ্য সংস্থা চাইছে আপনি ওহান ভাইরাস করোনাভাইরাস সম্পর্কে কিছু করণীয় ও করণীয় জানতে চান ভাগ্যক্রমে হপকিন্স ইউআরএল দেখার এবং শিখতে সহায়তা করার জন্য এখানে,168,146,0.8690476190476191,31,0,0,0,0,0
441,1236992946509094913,3000,3929,"aly it ইটালির চিকিত্সকরা করোনভাইরাসের জন্য ইউরোপকে â œgetgetâââ to to warn warn।। warn warn warn warn warn warn warnকে সতর্ক করে বলেছেন, ~ 10% কোভিড 19 রোগীর আইকু যত্ন প্রয়োজন, এবং হাসপাতালগুলি অভিভূত হয়। your your u আপনার মোট আইকিউ ক্ষমতা বাড়ান ... প্রয়োজনে প্রতিটি হাসপাতালে রোগীদের জন্য আইকিউ অঞ্চল প্রস্তুত করুন for € ""ইউআরএল",285,262,0.9192982456140351,24,0,0,0,0,1
442,1237271298557882368,2988,6473,"ব্রেকিং: ফিলিপাইনগুলিতে মোট কোভিড ১৯ টি মামলার সংখ্যা আজ বিকেলে ৩৫-এ পৌঁছেছে, দোহ অতিরিক্ত ১১ টি নিশ্চিত হওয়া মামলার রিপোর্ট করার পরে। URL টি",164,143,0.8719512195121951,22,0,0,0,0,1
443,1236874568268201987,2971,8799,মহামারীটি ট্র্যাক করার জন্য সিডিসি ওয়েবসাইটটি মূলত অকেজো। URL টি,98,78,0.7959183673469388,9,0,0,0,0,0
452,1237116341011853312,2717,5337,"ব্রেকিং: সমস্ত ইটালি লকডাউন, বিকেল প্রচার সবেমাত্র ঘোষণা করেছে। প্রত্যেককে অবশ্যই বাড়িতে থাকতে হবে। দেশব্যাপী লকডাউন। কোভিড 19",124,123,0.9919354838709677,20,0,0,0,0,1
453,1236987681088757760,2710,2097,ব্রেকিংনিউজ স্বাস্থ্য মন্ত্রণালয় আজ ঘোষণা করেছে যে ব্রুনাইই তার প্রথম ইতিবাচক কোভিড -১৯ মামলাটি নিবন্ধ করেছে। রোগী একজন 53 বছর বয়সী ব্যক্তি যিনি 32020 সালের মার্চ মাসে আরও তিন বন্ধুর সাথে কুয়ালালামপুর থেকে ব্রুনেই ফিরে এসেছিলেন। শীঘ্রই আরও বিস্তারিত বিবরণ।,260,258,0.9923076923076923,15,0,0,0,0,1
454,1237001239285637122,2701,3341,২ জন রোগী মারা গেছে? তবে আমি আইলেট লিখতে পারি উনু নকওয়া এছেচি। URL টি,89,69,0.7752808988764045,14,1,1,0,0,0
455,1236690061573394433,2690,21882,বাবু এই বলেছে যে তার কাছে সমস্ত অনন্ত পাথরের URL রয়েছে,74,54,0.7297297297297297,5,0,0,0,0,0
457,1237507876345786370,2643,5469,স্বাস্থ্য অধিদফতর আকাশের খবরকে নিশ্চিত করেছে যে স্বাস্থ্যমন্ত্রী নাদিন ডরিস কোভিড -১৯ এর জন্য ইতিবাচক পরীক্ষা করেছেন,115,115,1.0,6,0,0,0,0,1
458,1237097081371795456,2617,9567,এই নিখুঁত পরাজয়ের চেয়ে মহাজগতের আর কোনও বড় সরঞ্জাম নেই। তার একক মুক্তিদানকারী বৈশিষ্ট্য নেই। পার্টির সেই লোকটি যিনি নিজের সম্পর্কে অবিরাম বকবক করেন এবং আপনি কোনও কোণে পিন করেছেন যাতে আপনি আর যেতে পারবেন না। ðŸ ‘‡ ðŸ» ইউআরএল,267,247,0.9250936329588015,7,0,0,0,0,0
459,1229402828814327808,2617,2677,cor cor করোনার ভাইরাস কাটিয়ে ওঠা ðŸ ‘‰ এই মানবতাবাদী সংকটকে পরাস্ত করতে চীনকে সহায়তা ও সমর্থন করার জন্য ইউএই এবং এর লোকেরা এর আন্তরিক বার্তা u,303,273,0.900990099009901,31,0,0,0,0,0
460,1237640389361876992,2565,5899,বর্তমান পরামর্শ করোন ভাইরাস @ পিয়ার্সমোরগান ইউআরএল,64,43,0.671875,6,0,0,0,0,0
461,1237108672549052417,2491,5530,আমি এখন নিশ্চিত হয়েছি যে আমাদের স্থানীয়দের ðŸ˜ ‚করোন ভাইরাসউইটব্রেক ইউআরএল শান্ত করা দরকার,102,81,0.7941176470588235,8,0,0,0,0,0
464,1236605070902300673,2437,9958,"ইয়াল আমাদের চুদেছে !! সেই বিষ্ঠাটি এসএফের মধ্যে রাখুন কেন সেই বিষ্ঠাটিকে ওকল্যান্ডে আনুন। এই মুহুর্তে ইয়াল আমাদের মরতে চায়, পরিবেশবাদী বর্ণবাদ এতটাই বাস্তব। আমাদের সম্প্রদায়ের স্বাস্থ্য সম্পর্কে কেউ ভাবছে না, কেবল কম আয়ের পকেটকে ঠিক চালিয়ে যান। URL টি",272,252,0.9264705882352942,16,0,0,1,2,0
466,1236924515822628864,2395,10380,আইপিএল শোনার পরে বিভিন্ন দল থেকে প্রতিক্রিয়া করোনভাইরাস URL এর কারণে বাতিল হতে পারে,108,86,0.7962962962962963,12,0,0,0,0,0
467,1236855863475728384,2391,18333,কীভাবে ung € ungকুং ফ্লুâ €? URL টি,49,29,0.5918367346938775,7,1,1,0,0,0
469,1237344519777067008,2312,6353,"এটি কোভিড ১৯ এর জন্য প্রস্তুতি এবং জনগোষ্ঠীকে সুরক্ষিত রাখার এক আশ্চর্য উদাহরণ! দুর্দান্ত কাজ, রুয়ান্ডা! করোনভাইরাস ইউআরএল",146,123,0.8424657534246576,13,0,0,1,2,0
470,1236835458979483648,2294,11339,আমি এটাকে ওহান ভাইরাস বলি। আমি একজন চীনা নাগরিক. আমি অবশ্যই অভ্যন্তরীণ বর্ণবাদ একটি গুরুতর ক্ষেত্রে ভুগছে। URL টি,127,107,0.84251968503937,12,0,0,0,0,0
471,1237127396026748928,2291,7753,"সুতরাং করোনভাইরাস, বা কোভিড -১৯, কোবে মারা যাওয়ার ঠিক পরে শিরোনামগুলি গ্রহণ করে। আপনি যদি কোভিডকে হিব্রুতে অনুবাদ করেন এটি কোবে পরিণত হয়। কোবেকে করোনার দেল মার কবরস্থানেও সমাহিত করা হয়েছিল। হয় আমরা একটি সিমুলেশন হয় বা মহাবিশ্ব কাকতালীয় ভালবাসা। URL টি",275,255,0.9272727272727272,25,0,0,0,0,1
472,1237238588158312448,2258,7819,"covid2019 যে কেউ বহন করতে পারেন: একজন মার্কিন নাগরিক, একজন জাপানি পর্যটক, একটি অননুমোদিত যুবক বা কংগ্রেসের সদস্য। করোনাভাইরাস আপনার দল, লিঙ্গ বা ধর্মের বিষয়ে চিন্তা করে না। এটি চীনা নয়, এটি ভাইরাস। নীচে কিছু কল্পকাহিনী আছে যারা থেকে। URL টি",281,259,0.9217081850533808,22,0,0,0,0,1
473,1237251356303507456,2254,2026,এই ব্যবস্থা সহ নিজেকে রক্ষা করুন। ভাইরাস না বার্তা ছড়িয়ে দিন। পুনঃটুইট করুন URL টি,143,122,0.8531468531468531,16,0,0,0,0,0
475,1236699162965463040,2249,6503,"রেকর্ডকৃত কোভিড -১৯ টি মামলার সাথে (চিনের বাইরে) খুব তাত্ক্ষণিকভাবে কোনও ঘনিষ্ঠর সাথে মিলে যাওয়া, আমি তাত্পর্যপূর্ণ / লজিস্টিক বৃদ্ধির উপর ভিত্তি করে প্রাইমার তৈরির প্রতিরোধ করতে পারিনি। এই ধরণের বৃদ্ধি সম্পর্কে কমপক্ষে 3 টি বিপরীত বিষয়গুলি আলোচনায় ফেলার উপযুক্ত বলে মনে হয়। URL টি",270,250,0.9259259259259259,12,0,0,0,0,0
476,1236976049864368129,2197,2164,"জাকার্তার অবশেষে একটি করোনভাইরাস ডেটা ওয়েবসাইট রয়েছে: ইউআরএল, যার ভিত্তিতে রাজধানী মেট্রো অঞ্চলের 64৪ জন বর্তমানে পর্যবেক্ষণ করা হচ্ছে",156,136,0.8717948717948718,3,0,0,0,0,1
477,1234830633018544128,2179,5569,"আমরা ভিয়েতনামি নৃত্যশিল্পী, কোয়াং äƒ äƒng এর এই হ্যান্ড ওয়াশিং নাচটি পছন্দ করি। করোন ভাইরাস থেকে নিজেকে রক্ষা করার জন্য প্রথম ধাপে সাবান ও জল দিয়ে আপনার হাত ধোয়া। URL টি",196,175,0.8928571428571429,10,0,0,0,0,1
478,1235967295660277761,188,435,তারা অন্যান্য নকল জিনিসগুলির মতোই কোভিড -১৯ ওভার-হাইপ ডেমোক্র্যাটদের উপর ফায়ার ফায়ার করবে। বাণিজ্যকে দুর্বল করে দেওয়ার বিষয়ে চিনের ধরার সাথে অর্থনীতি গর্জনিত হবে এবং ভাইরাস পরিচালনার বিষয়ে ট্রাম্পের উচ্চ অনুমোদন কেবল সহায়তা করবে।,235,234,0.9957446808510638,10,0,0,0,0,1
479,1235876564761374720,151,377,"হাকিয়ন: ive মহামারীর কোভিড -১৯ কে0 রেয়াবুকে কাটিয়ে উঠার জন্য অর্থ দান করেছিলেন: এটি ""অস্র"" শব্দটি ব্যবহার করার সময় ""হাকিয়ন"", যিনি ""ভিক্সেক্স"" এর সদস্য, তিনি জীবনের লড়াইয়ে প্রতিক্রিয়া ব্যক্ত করছেন কিনা তা স্পষ্ট নয়। ""অর্থ"" কোনও রূপক হয় কিনা তা আমরা এখনই নিশ্চিত নই",265,265,1.0,0,0,0,0,0,1
480,1235724594071375873,142,53,"@ হিলারি ক্লিনটন এবং থিসিস কেন পেলোসি 3 সপ্তাহের জন্য জাল ইমপিচমেন্টের নিবন্ধগুলি ধরে রেখেছিলেন: সময়ে সময়ে, কর্নাভাইরাস সমালোচনা প্রচারণার মাধ্যমে স্মিয়ার ক্যাম্পেইন, @ পোটাস'কে পুনরায় নির্বাচনের ট্রাম্পের সম্ভাবনা নষ্ট করার আশায় 2020 স্লাইডবাবি ইউআরএল",255,229,0.8980392156862745,19,0,0,0,0,0
481,1235625977750974464,494,706,করোনাভাইরাস আসল। রাষ্ট্রপতি এক মাস আগে এটি নিয়ন্ত্রণে পদক্ষেপ নিয়েছিলেন। প্রতারণা হ'ল ক্লিকগুলির জন্য মিডিয়াগুলির ভয়-উদ্দীপনা এবং অর্থনৈতিক ক্রাশের জন্য ডেমসের ইচ্ছাকৃত চিন্তাভাবনা। তারপরেও কয়েক ডজন প্রাণহানির পরে স্বতঃস্ফূর্ত ক্লিনটন সাক্ষীর আত্মহত্যার কোনও প্রতিকার নেই।,276,275,0.9963768115942029,10,0,0,0,0,1
484,1235711139620753408,256,776,"ট্রাম্প: করোন-ফ্লু গুরুতর নয়, আপনার যদি এটি থাকে তবে কাজ করতে যান, সংখ্যাটি জাল। বিনিয়োগকারীরা: রাষ্ট্রপতি হিসাবে মজুত স্টক স্পষ্ট করে দেয় যে তিনি এ নিয়ে কাজ করবেন না। রিক সান্টেলি: মেহ, চলুন লক্ষ লক্ষ লোককে মেরে ফেলি যাতে শেয়ারের দাম বাড়তে থাকে। অনেক রিপাবলিকান অমানবিক দানব।",278,275,0.9892086330935251,12,0,0,0,0,1
