,text,labels
335,"আপনি যদি প্রায় ওবামাকে দোষ না দেন। আমেরিকান সোয়াইন ফ্লুতে ১২,০০০ মারা গেছে (এবং আমি তা করি নি) তবে ঘুরে দাঁড়াতে এবং প্রায় পিন করতে চাই। ট্রাম্প / পেন্সে 22 করোনার ভাইরাস, তারপরে আপনি এই দেশে রাজনৈতিক বক্তৃতা নিয়ে উদ্বেগজনক সমস্যা। দাড়ি.",0
336,সংক্ষিপ্ত ভিডিও ...  করোনাভাইরাস সারা বিশ্বে ছড়িয়ে পড়ে  ওহান  covid2019  করোনোভাইরাস  করোন  করোন  করোন ভাইরাস স্প্রেড  করোনা ভাইরাস আপডেট URL  covid19,1
337,দেখে মনে হচ্ছে করোনার ভাইরাসটি অ্যান্টিব্ল্যাক এবং আমি সেই URL এর সাথে ঠিক আছি,1
338,চাইনিজ করোনার ভাইরাস URL এর মতো হোন,0
339,কোভিড -১৯ হিট / ফ্লু মরসুমে হিট। আপনি ভাইরাস থাকতে পারে ভাবছেন?  কোভিড 19 বনাম কোল্ড ভি ফ্লুতে এই চার্টটি সহায়ক: URL সেমি 5,1
340,"উত্তর আমেরিকান: * টয়লেট পেপার সংগ্রহ করা, হ্যান্ড স্যানিটাইজারের যোগ্যতার বিষয়ে সোচ্চারভাবে বিতর্ক করা * ফ্রান্স: শেষ সময়ের জন্য, কোকেন করোনরিভাইরাসটি রক্ষা করে না URL",1
342,"ধর্মান্ধতার বিবৃতি যা ভুল তথ্য ছড়িয়ে দেয় এবং এশিয়ানদের এবং এশিয়ান আমেরিকান সম্প্রদায়কে  করোনভাইরাস হিসাবে দোষ দেয়, সেগুলি আমাদের সকলকে কম সুরক্ষিত করে তোলে। @ জিওপিএল্ডার অবশ্যই এই টুইটটি মুছে ফেলবেন এবং সঙ্গে সঙ্গে ক্ষমা প্রার্থনা করুন। URL",1
343,"থ্রেড:  করোনভাইরাসগুলিতে, আমরা তীব্রতর ক্ষেত্রে হতে পারে period দেশটি আগামী দুই সপ্তাহের মধ্যে খুব আলাদাভাবে দেখতে পারে। আমরা এর মধ্যে দিয়ে যাব, তবে ভাইরাসের সুযোগ এবং প্রভাব সীমিত করতে এখনই পদক্ষেপ নেওয়া দরকার। নিজের সাহায্য করার জন্য এখন আমরা কিছু করতে পারি। 1 / এন",1
344,"উওহান থেকে উদ্ভূত করোনার ভাইরাস কলকারী লোকেদের উপর যারা তাদের বাট প্লাগ উড়িয়ে দিয়েছে (এটির জন্য অপেক্ষা করুন ...)  ওহানকোরোনাভাইরাস, এখানে একটি ইতিহাস রিফ্রেশার ...  নম্বসকুলস URL",0
345,সান দিয়েগো হাসপাতালে covid-19 পরীক্ষা করার জন্য গাইডলাইনগুলির সন্ধান পেয়েছে এবং তারা ... সত্যই খারাপ! পরীক্ষা করার জন্য রোগীর ঘনিষ্ঠ যোগাযোগ করতে হবে ডাব্লু-র একজনের সাথে একটি সংক্রামিত সংক্রমণ হয়েছে বা সংক্রামিত জায়গায় ভ্রমণ করেছে। তবে তা সম্পূর্ণ অপ্রতুল!,1
346,"la 57 রাউন্ডে ট্রিপ, করোনার ভাইরাস URL ধন্যবাদ",1
348,"যারা একক দাতা স্বাস্থ্যসেবা ব্যবস্থাকে ""গ্রাহক পছন্দ"" হিসাবে অগ্রাধিকার দেয়, তাদের জন্য বুঝতে হবে যে আপনি যখন লোকজনের স্বাস্থ্যসেবার অ্যাক্সেসকে তাদের কর্মসংস্থানের সাথে যুক্ত করতে বাধ্য করেন, আপনি আসলে তাদের স্বাধীনতা হরণ করেন এবং তাদের জীবনের অনিশ্চয়তা বাড়িয়ে তোলেন â¬ ‡ ï¸ URL",0
349,"আমাকে কেবলমাত্র জানানো হয়েছে যে আমার covid-19 ল্যাব ফলাফলটি নেতিবাচক ছিল। প্রচুর সাবধানতা অবলম্বনে, আমি বৃহস্পতিবার দুপুর ২ টার মধ্যে চিকিত্সা পেশাদারদের পরামর্শে স্ব-সঙ্গতিতে থাকব। আমি সুস্থ বোধ করছি এবং কোনও লক্ষণ দেখছি না।",1
350,URL নয় কেন করোনার এই ফ্লাইটগুলি নরক হিসাবে সস্তা,1
351,"ðÿ “# ফ্রান্স, স্পেন এবং জার্মানি  covid19 অগ্রগতিতে ইতালি থেকে প্রায় 9 থেকে 10 দিন পিছনে রয়েছে; যুক্তরাজ্য এবং মার্কিনরা 13 থেকে 16 দিন অনুসরণ করে। ইটালিতে আমরা খুব দীর্ঘ অপেক্ষা করেছি, এই দেশগুলিকে এখনই আক্রমণাত্মক নিয়ন্ত্রণের ব্যবস্থাগুলি বাস্তবায়ন করা উচিত। URL",1
352,"করোনার ভাইরাস প্রো টিপ: আপনি ভোদকার সাথে এমিরজেন-সি মিশ্রিত করলে আপনি আক্ষরিকভাবে অসুস্থ হতে পারবেন না, এটি আসলে বিজ্ঞান",1
354,"""ইস্রায়েল বিদেশে আগত সকলের জন্য দুই-সপ্তাহের কোয়ারানটিন বাধ্যতামূলক করার ঘোষণা দিয়েছে।"" ইস্রায়েলকে বাজি ধরতে চান তাদের দেশে কোন মহামারী নেই? সীমানা একটি দুর্দান্ত জিনিস।  করোনভাইরাস URL",1
355,ন্যান্সি বিনয় গত বছরগুলিতে সবচেয়ে উন্নত রাজনীতিবিদ। যে কেউ তার অন্ধকার ত্বকে মজা করেছে তারা এখন শ্বাসরোধ করতে পারে। URL,0
356, করোনভাইরাসকে সামনে রেখে সেন জোশ হাওলি আমাদের চিকিত্সা সরবরাহ উত্পাদন ও বিতরণের জন্য চীনের উপর মার্কিন যুক্তরাষ্ট্রের নির্ভরতা শেষ করার জন্য একটি বিল প্রবর্তন করেছিলেন। URL,1
357,"আমি কোভিড -১৯ এর বিশদ ডেটা চেয়েছিলাম, তবে মিডিয়া পক্ষপাতিত্ব ছাড়া সংখ্যার সন্ধান করতে আমার খুব কষ্ট হয়েছিল। আমি নিজে এটি সংগ্রহ করেছি এবং এখানে ভাগ করছি। এই থ্রেডে: - ইনকিউবেশন সময় - লক্ষণ সংঘটন - সংক্রমণ হার - তারিখ এবং অবস্থানের ভিত্তিতে মার্কিন যুক্তরাষ্ট্রের প্রথম 20 টি মামলা (অবিরত)",1
358,"সত্যিকারের প্রশংসনীয় বিশ্লেষণ: উচ্চতর সংখ্যক বীমাবিহীন সংখ্যার, অনেক ডাব্লু / ও অসুস্থ ছুটি পেয়েছেন এবং এমন নেতৃত্ব যা দেশকে প্রস্তুত না করার সময় চ্যালেঞ্জকে পরাভূত করেছে এমন নেতৃত্ব অনেক দেশের তুলনায় মার্কিন যুক্তরাষ্ট্রের চেয়ে বেশি সংবেদনশীল হয়ে পড়েছে  করোন ভাইরাস to URL",1
359,"কার কাছে এটি শুনতে হবে তা আমি জানি না তবে আলবার্টা কেবল ইআর বা হাসপাতালে করা সমস্ত শ্বাস প্রশ্বাসের জন্য covid19 টেস্টিং যুক্ত করেছেন। সুতরাং আপনি যদি ফ্লু খুঁজছেন, আপনি  কোভিড ১৯-তে একটি উত্তরও পাবেন।  স্ট্যান্ডার্ডঅফকেয়ার আইএমএইচও হওয়া উচিত।",1
360," করোনাভাইরাস উপন্যাসের বিরুদ্ধে একটি অ্যান্টিভাইরাল স্প্রেটি সাংহাই পাবলিক হেলথ ক্লিনিকাল সেন্টারে গড়ে উঠেছে, যা ভাইরাস থেকে ieldাল হিসাবে গলায় ফেলে দেওয়া যেতে পারে। স্প্রেটি ফ্রন্ট-লাইনের চিকিত্সা কর্মীদের রক্ষা করতে ব্যাপক সাহায্য করতে পারে, তবুও জনসাধারণের ব্যবহারের জন্য ভর-উত্পাদন বর্তমানে পাওয়া যায় না। URL",1
361, covidãƒ¼19 আমাদের সকলকে সচেতন এবং সচেতন হওয়া দরকার। এটি এখন তৃতীয় জেনের সংক্রমণ পর্যন্ত। ভাইরাসটি ছড়িয়ে দেওয়া কতটা সহজ তা বুঝতে এই ভিডিওটি (ধার করা) দেখুন। coronavirus URL,1
362,কেউ কি ব্যাখ্যা করতে পারেন যে সিপ্যাকের অংশগ্রহণকারীদের সংস্পর্শে আসা লোকেরা  করোন ভাইরাস পরীক্ষা না করে কেন স্বতঃসংশ্লিষ্টতা করছেন? আমরা যদি এএসএপটি জানতে চাই না তবে যে অংশগ্রহনকারী এখনকার সাথে যোগাযোগ করেছে তার মধ্যে যদি ভাইরাস রয়েছে? URL,1
363,"কো.এইচ.ডি -১৯ এর প্রতিক্রিয়া সম্পর্কে এস.-এর কোরিয়ান সরকার ব্রিফিংয়ে: ""এই ব্যয়গুলি ব্যয়কারী ব্যক্তিকে স্যাডলিংয়ের পরিবর্তে সরকার সম্পর্কিত পরীক্ষা ও চিকিত্সার জন্য আর্থিক ব্যয় coveringাকবে। সরকার ক্ষয়ক্ষতির জন্য চিকিত্সা সুবিধাদিও ফিরিয়ে দিচ্ছে না। আরোপিত পৃথকীকরণ থেকে। """,1
364,পাসপোর্ট টুইটার করোনার আঘাতের পর থেকে চুপ করে আছে। আপনার অর্থ জর্দানগুলিতে ব্যয় করা উচিত ছিল,1
365,"এক্সক্লুসিভ ন্যাডিন ডরিস, একজন স্বাস্থ্যমন্ত্রী, তিনি কর্নাভাইরাস সনাক্তকারী প্রথম এমপি হয়েছেন, তিনি গত সপ্তাহ ধরে ওয়েস্টমিনস্টারে রয়েছেন, কয়েক শতাধিক ব্যক্তির সাথে দেখা করেছেন এবং বৃহস্পতিবার বরিস জনসনের আয়োজিত 10 নম্বরের সংবর্ধনাতে অংশ নিয়েছেন URL / 3seue2ngye",1
366,এ ðÿ˜ðÿ ¥ ´ URL URL প্রদর্শন করুন,0
368,করোনার ভাইরাসজনিত ভয়ের কারণে আমার রাউন্ড ট্রিপ বিমানের টিকিটের জন্য .3 00.38 প্রদানের পরে আমি ফ্রান্সে পৌঁছেছি URL,1
369,"আমার প্রিয় শিক্ষার্থীদের কাছে: রিজালে সিভিডি -19 ভাইরাসের কনফার্ম কেস হওয়ার কারণে, 20 মার্চ আপনাকে পান্ডুলিপিটি পাস করার দরকার নেই তবে বাড়িতে থাকতে হবে এবং স্বতন্ত্রভাবে কাজ করতে হবে। পুনশ্চ. শিক্ষক হিসাবে আপনার গ্রেডের চেয়ে আপনার জীবন আরও মূল্যবান। আমি আমার অংশটি করব।",1
370,"কেভিন ম্যাকার্থি করোনার ভাইরাসকে চাইনিজ বলছেন এমন একটি বর্ণবাদী চালচলন যা জনস্বাস্থ্যের ইস্যুতে এমন কিছু তৈরি করা যা ""অন্য"" -এর জন্য দোষারোপ করা যেতে পারে - বিদ্যালয়ের এপিআই বাচ্চারা ইতিমধ্যে ভাইরাস থাকার বিষয়ে তিরস্কার করা হচ্ছে - রিপাবলিকানদের এই জাতীয় নেতৃত্ব ""সত্যই বিপদ"" আমাদের সকলের কাছে",1
371,যদি এই করোনার ভীতিটি না ঘটে তবে শীঘ্রই ইমাকে হস্তক্ষেপ করতে হবে,0
372,"থ্রেড: শুক্রবার জানুয়ারী 31, 2020,  করোনভাইরাসটি আনুষ্ঠানিকভাবে অন্যান্য দেশে ছড়িয়ে পড়েছে (যা ফেব্রুয়ারী 24-ফেব্রুয়ারি 28-এ খারাপ শেয়ার বাজারের সপ্তাহে পরিচালিত হয়েছিল) এর কয়েক সপ্তাহ আগে, ট্রাম্প প্রশাসন চীনে ভ্রমণ নিষেধাজ্ঞাগুলির ঘোষণা করেছিলেন। এটি উত্পন্ন কিছু প্রতিবেদন এখানে। 2/4/20 এর পলিটিকো নিন।",1
373,"covid-19 নির্ধারণকারী হাসপাতালগুলি দেখুন। সেন্ট লুক্স, কার্ডিনাল, মাকাটি মেড, মেডিকেল সিটি। কভিড -১৯ কেবল খালি স্বাস্থ্যের সমস্যা নয়। শক্তিশালী শ্রেণীর সমস্যাও রয়েছে। সম্পদ, গোপন দরিদ্র, কাশি এবং গলা ব্যথা।",1
374,"আজ রাতের দিকে আমরা একটি গুরুত্বপূর্ণ প্রান্ত পেরিয়েছি: @ সিপিএসি 9 দিন আগে শেষ হয়েছে ended বিশেষজ্ঞদের মতে আমরা পরামর্শ নিয়েছিলাম যে ডাব্লু কোনও নতুন করোনার কেস এবং কোনও উপস্থিতি ডাব্লু উপসর্গের সময়সীমা একটি বিশাল টার্নিং পয়েন্ট। একটি হোটেলে 10,000 এরও বেশি ভাইরাস উপস্থিত রয়েছে এবং কেউই ইতিবাচক নয়। d d »d d» d ºð ¸",1
375,আমাদের দোকানের কাছাকাছি কাউকে যদি করোনার ভাইরাস থেকে আলাদা করে নিতে হয় এবং উপকার হয় তবে আমি দু'সপ্তাহের খাবারের পার্সেল একসাথে রাখব যা আপনার দরজায় পৌঁছে দেওয়া হবে।,0
376,অ্যামেজিং! কিগালি বাস পার্কের যাত্রীদের  করোনভাইরাস প্রাদুর্ভাব রোধ ও ঝুঁকি হ্রাস হিসাবে বাসে উঠার আগে তাদের হাত ধুতে হবে।  রুয়ান্ডা URL,1
377,অন্য যে কেউ খেয়াল করে যে covid-19 ইমপিচমেন্ট ব্যর্থ হওয়ার সাথে সাথেই পপ আপ হয়ে গেছে?,1
378,"কীভাবে @ রিয়েলডোনাল্ড ট্রাম্প  করোন ভাইরাস ধারণ করতে ব্যর্থ হয়েছিল? ১. চীনকে কেন্দ্র করে তিনি অন্য দেশ থেকে আসা ভাইরাসটি আটকাতে ব্যর্থ হন; ২. বিদেশী নাগরিকদের উপর দৃষ্টি নিবদ্ধ করে, তিনি মার্কিন ভ্রমণকারীদের দ্বারা চালিত ভাইরাস বন্ধ করতে ব্যর্থ হন; ৩. পরীক্ষা না করে, তিনি ভাইরাসটিকে সনাক্ত করে ছড়িয়ে দিতে দিলেন। URL",1
379,"জিকা, ইবোলা, লাইম ডিজিজ, জার্মান হাম, স্প্যানিশ ফ্লু, রেস্টন ভাইরাস, ওয়েস্ট নীল ভাইরাস, হংকং ফ্লু কি সব ঠিক আছে? URL",0
380,"মাত্র দু'মাস আগে, তাল আগ্নেয়গিরিটি উদয় হচ্ছিল, এতে প্রচন্ড ভয় ও দুর্ভোগের জন্ম হয়েছিল। আজ, তালের নির্মলতা রাজত্ব করছে, আমাদের মনে করিয়ে দিচ্ছে যে কভিড -১৯ প্রাদুর্ভাবও আসবে এবং যাবে এবং সামাজিক সংহতি দিয়ে আমরা একটি জাতি হিসাবে আরও শক্তিশালী হয়ে উঠতে পারি। ðÿ “· টমাস তিরোনা URL",1
381,"কিছু অনিয়ম ডাব্লু / এফএফ ব্যবহার দেখেছি। নিবন্ধগুলিতে, স্পষ্টতা প্রদানের জন্য: ar সারস-কোভি -২ (গুরুতর তীব্র শ্বাসযন্ত্রের সিন্ড্রোম করোনভাইরাস 2) ভাইরাস। ðÿ¦ covid-19 (coronavirus disease 2019) এই রোগ। অতএব, সারস-কোভি -2 covid-19 এর কারণ। তবুও, নিরাপদে থাকুন। d d »",1
382,"আমরা ফিরে তাকাতে এবং উদ্বেগ এবং আতঙ্ক ক্রয় সম্পর্কে সত্যিই নির্বোধ বোধ করতে যাচ্ছি।  covid19 সত্যিই সংক্রামক এবং মারাত্মক বিপজ্জনক নয়, যদি না আপনি ইতিমধ্যে স্বাস্থ্যের সাথে আপস করেন বা এক টন দূষণের জায়গায় বাস করেন না। এটি একটি বৃহত্তর ওভাররেইশন।",1
383,করোনা একটি কালো আলো এবং আমেরিকা একটি বাঁধা হোটেল ঘর,0
384,দুই সপ্তাহের অসুস্থ বেতন: in ‡ ¬ðÿ ‡ §uk â £ 188.50 আপনি যদি থাকতেন তবে যা পাবেন: ðÿ ¦ðÿ ¦ðÿ ‡ ustআস্ট্রিয়া £ 574.70 ðÿ © © ðÿ ‡ erman গার্মেন্ট £ 574.70 ðÿ ‡ ¸ðÿ ‡ wedswenen £ 9 459.76 ± ‡ ³ðÿ ³ðÿ ± ± নেদারল্যান্ডস £ 402.29 ðÿ ªðÿ ªðÿ p p p স্পেন £ £ 241.37 ইউকেতে সংবিধিবদ্ধ অসুস্থ বেতনের বেতন বেঁচে থাকার পক্ষে যথেষ্ট নয় । আরটি যদি আপনি শালীন চান sickpayforall coronavirus ridge marr,1
385,"সত্যিকার অর্থে এখানে বিভ্রান্ত: সম্ভাব্য কোভিড -১৯ এক্সপোজারের কারণে আমরা কংগ্রেসের তিন সদস্য প্রফিল্যাটিকভাবে স্ব-কোয়ারান্টাইনিং পেয়েছি, কিন্তু তাদের কি পরীক্ষা করা হচ্ছে না? দেখে মনে হচ্ছে তাদের পরীক্ষা করা উচিত, তাই না?",1
386,"দয়া করে জেনোফোবিয়ার বিরুদ্ধে লড়াইয়ে সহায়তা করুন: ১. কোভিড -১৯ ""চিনা করোনভাইরাস"" বা ""উহান ভাইরাস"" কল করবেন না ২. এশীয় লোক বা ব্যবসা থেকে দূরে থাকবেন না 3.. মিডিয়াতে বর্ণবাদকে ডাকলে আপনি দেখবেন (কোভিডের গল্পগুলি একটি এশিয়ান ব্যক্তির, টিভিএম) লাগানোর দরকার নেই) URL",0
387,এই থ্রেড এবং আরটি পড়ুন। দুর্দান্ত প্রচার আপনি মিডিয়া থেকে শুনতে পাবেন না। URL,0
388,তবে আমি ভেবেছিলাম ট্রাম্পকে আঘাত করার জন্য করোনা ভাইরাসটি কেবল একটি গণতান্ত্রিক প্রতারণা? গল্পটির নৈতিকতা: বিজ্ঞান এবং প্রকৃতি আপনার কোন দলের অন্তর্ভুক্ত তা জবাব দেয় না। URL,1
390,"আপনি যদি ভাবছেন যে কেন এটি একগুচ্ছ বয়স্ক এলজিবিটিকিউ লোকেরা করোনা ভাইরাসকে গুরুত্বের সাথে গ্রহণ করার জন্য লোকদের প্রতি আহ্বান জানাতে চাইছে এবং কেবল সঙ্কুচিত নয় কারণ আপনি মনে করেন যে কেবল বৃদ্ধ এবং অসুস্থই মারা যাবেন, আমি এখানে এসে মনে করিয়ে দিচ্ছি যে তারা ইতিমধ্যে এই ধরণের দেখেছিল কর্মে অলসতা।",0
392,"আমরা করোনার ভাইরাস এবং নিগাজের জন্য এই সমস্ত বিষ্ঠা করছি, মিশিগান ফ্লিন্ট, মিজিগানকে পাঠাতে পারছি না।",0
393,"একদিনের ক্লাস / কাজ স্থগিতের প্রভাব কী? কিছুই নেই। পরিবর্তে: ১. কোভিড -১৯ এর ক্ষেত্রে অঞ্চলগুলি প্রকাশ করুন ২. ভাইরাসের ইনকিউবেশন সময়টি এইভাবে 1-2 সপ্তাহ হয়, আমাদেরও ক্লাস / কাজ 14 দিনের জন্য স্থগিত করা উচিত ৩. ভবন, স্কুল, রাস্তাঘাট স্যানিটাইজ করা  না",1
394,এটি আত্মহত্যার মতো তবে হারামের অংশটি আমি URL এ করছি,0
398,ইবোলার একটি 50% মৃত্যুর হার আছে। আপনি যদি সংক্রামিত হন তবে আপনি সম্ভবত মারা যান। কোভিড -19 এর মৃত্যুর হার 3.4% আছে। অবশ্যই ইবোলা bad এর মতো খারাপ নয় তবে এটি মৌসুমী ফ্লুর চেয়ে 34x পর্যন্ত বেশি মারাত্মক করে তোলে URL URL,1
399,1 / আপনারা অনেকে আমাকে জিজ্ঞাসা করেন কেন আমি covid-19 এর প্রাদুর্ভাবকে এত গুরুত্ব সহকারে নিই না। বর্তমান মামলা এবং মৃত্যুর সংখ্যা * কেন * নয়। ðÿ ‘‡ আমি কেন উদ্বিগ্ন এবং এই পরিস্থিতিতে আমি ব্যক্তিগতভাবে কী করি তার একটি থ্রেড।,0
400,আতঙ্কিত কেনা এবং টয়লেট রোলের মজুতকরণ অব্যাহত রয়েছে। হ্যাম্পশায়ারের ফার্নবোরোর কস্টকোতে এই দৃশ্যগুলি। coronavirus toiletpaperpanic panickbuying URL,1
403,breaking: স্বাস্থ্য অধিদফতর  covid19 এর আরও 11 টি নিশ্চিত মামলার ঘোষণা দিয়েছে। কেস এখন পিএইচ এ 35 এ। | @raphbosano coronavirus URL এর মাধ্যমে,1
404,"কেন তারা টিউব স্টেশনগুলি পরিষ্কার করার আগে ভাইরাসের হুমকি নিয়েছে ?? ট্রেনগুলি প্রতি সপ্তাহে পরিষ্কার করা উচিত, সিটগুলিতে সাহারা মরুভূমির চেয়ে বেশি ধুলাবালি রয়েছে। URL",1
405,এখন  covid19 এর নতুন 10 টি নিশ্চিত হওয়া মামলা রয়েছে। ডিওএইচ অনুসারে এখন মোট ২০ টি @kristinesabillo URL এর মাধ্যমে,1
406,"মার্কিন মামলাগুলির বিষয়ে সিডিসির ডেটা অন্যান্য সংস্থাগুলিতে (ডাব্লুএইচও সহ) পিছিয়ে কেন? প্রবীণ আমেরিকানরা উড়বে না, এবং হোয়াইট হাউস সিডিসিকে সেই প্রস্তাবটি প্রচার করতে বাধা দিয়েছে, সে সম্পর্কে আমরা কেবল এপি থেকে কেন শিখছি? URL",1
407,"not just manila, pero pwede bang buong ncr l, mga mayors? imagine students travelling from one city to another, iba't ibang tao nakakasalamuha. it's possible that there are people out there na may covid-19 without them knowing. not all of us have face masks as well. walangpasok",0
408,রাষ্ট্রপতি আমাদের এটি দেখতে দিন না। সে কী লুকিয়ে আছে? স্থগিত গোয়েন্দা প্রতিবেদন মহামারী বিপদগুলির সতর্কতা | সময় â ¦ @ odnigovâ © coronavirus URL,1
410,আত্মর বিচ্ছিন্নতা coronavirus URL,0
412,চীনের বাইরে নিশ্চিত  covid19 কেসগুলির আপডেট:  করোনোনা  করোনভাইরাস  করোনায় ভাইরাস আপডেট  কোরোনা  কোরোনাওয়াইরাস  কোভিড_19  covid2019  করোনভিরাসাস্টিকি  করোন ভাইরাসাসিটালিয়া URL,1
413,টয়লেট পেপার পুরোপুরি সুপারমার্কেটে বিক্রি হয়েছে? আপনি কি করোনার আগে নিজের পাছা মুছতে পারেননি?,1
414,"মার্কিন ফার্মাসিস্ট গিলিয়েড, যিনি সবচেয়ে প্রতিশ্রুতিশীল covid-19 ভ্যাকসিনের মালিক, ""মহামারী স্টক বিক্রয়,"" এটি 50-100 ডলার / ব্যক্তির জন্য বিক্রয় করার প্রস্তুতি নিয়েছে এবং চীনা সরকারকে অ্যাক্সেস অস্বীকার করার জন্য আইনি লড়াইয়ে প্রস্তুত রয়েছে, কারণ চীন ভ্যাকসিনটি বিনামূল্যে তৈরি করুন এবং এটি বিশ্বব্যাপী দক্ষিণে প্রেরণ করুন URL URL",1
416," ইটালিতে আমরা একটি ভয়ানক ভুল করেছি সবাই প্রত্যেকে ""এটি কেবল একটি ফ্লু"" বলতে থাকল এবং এখন আমাদের নিবিড় যত্ন ইউনিটগুলি ভেঙে পড়ছে। আমাদের দাদা-দাদি এবং বাবা-মা, আমাদের বন্ধুরা মারা যাচ্ছে দয়া করে, শিখুন। এখন!  করোনভাইরাস  করোনভাইরাস",1
420,করোনার আমার অত্যাবশ্যক তেল মা'র বিরুদ্ধে কোনও বাধা নেই।,1
421,"ডেমোক্র্যাটরা বলেছেন ট্রাম্প মার্কিন অর্থনীতিতে ব্যর্থ হয়েছেন এবং তবুও আমাদের কাছে বিশ্বের সেরা অর্থনীতি রয়েছে। তারা বলছেন যে তিনি তার covid-19 প্রতিক্রিয়াতে ব্যর্থ হয়েছেন, এবং এখনও আমাদের বিশ্বে প্রতি মিলিয়ন সংক্রমণ সবচেয়ে কম। তারা জিতাকে হারানো এবং হারানো জয় বলে ডাকে।",1
422,এভাবেই করোনার ভাইরাস ছড়িয়ে পড়ে  covid2019  করোনভাইরাস অটব্র্যাক URL,0
423,"যদি এই টুইটটিতে 10 কেটি আরটি হয়, আমি লিন উপত্যকা কেয়ার হোম, ভ্যাঙ্কুভার, বিসি-তে অনুপ্রবেশের চেষ্টা করব film আমার বাড়ি থেকে 15 কিলোমিটার দূরে এর ভিতরে একটি করোনার ভাইরাস ব্রেকআউট।",0
426,আমাদের কীভাবে সম্ভাব্য covid-19 ক্ষেত্রে যোগাযোগ করা উচিত? এখানে ডিওএইচ-পিএসএমআইডি টাস্কফোর্সের 09 মার্চ 2020 নির্দেশিকাগুলির উপর ভিত্তি করে আমি একটি ইনফোগ্রাফিক তৈরি করেছি। আশা করি আমরা ক্রমবর্ধমান হুমকির মুখোমুখি হওয়ায় এটি আমাদের এইচসিপিগুলিকে সহায়তা করবে। সবাই নিরাপদে থাকুন। URL,0
427,মিডিয়া কর্নাভাইরাস পেয়ে কনজারভেটিভদের উদযাপন করছে।  সিপিএসি ২০২০ তে  করোনভাইরাসটির 1 কেস সম্পর্কে প্রায় 5000 টিরও বেশি নিবন্ধ লেখা হয়েছে। এটি যদি বামপন্থী সম্মেলন হত তবে মিডিয়াগুলি এটি স্পর্শ করতে পারত না। কনজারভেটিভদের আক্রমণ করে মিডিয়া এটির একটি প্রধান উদাহরণ।,1
429,যদি করোনা এখানে কেবলমাত্র লোকেরা পাচ্ছে তবে ... URL,0
436,তুমি কর. আমি শুনেছি এটি শূকরদের একটি বৃহতভাবে প্রভাবিত করে। URL,0
